source,target,weight
13293,1366,2310552
38206,85539,2231671
61399,35053,2386752
44627,46638,2468440
98536,10608,3940987
53465,19795,3975419
3828,61320,1841260
29182,85902,351589
44827,40206,399814
20849,36154,1604298
73532,70504,2620297
85457,99282,1288283
44827,88623,1963577
57833,1257,2333678
31270,35235,95888
57833,66341,2572396
3961,43732,4969901
57768,36973,685247
7654,13064,1367414
94652,24510,1395287
36647,33294,4253756
1366,48104,2916631
84551,83206,2751485
44075,28306,1161940
8475,47018,2351552
60685,55758,2223761
68275,69285,4116948
4689,75678,1158968
66955,90279,3036683
15558,59047,4699498
6599,50700,220813
64269,71803,4990689
57768,36703,3196628
33174,26740,3802359
41032,44509,4634190
97966,95152,1162767
70242,418,2501184
60285,4763,4387938
4763,52672,4387938
52672,78424,4387938
78424,97246,4387938
97246,26173,4387938
26173,24411,4387938
24411,939,4387938
939,91556,4387938
91556,1145,4387938
1145,73250,4387938
73250,55694,4387938
55694,19022,4387938
19022,93428,4387938
93428,12712,4387938
12712,42838,4387938
41323,78247,1395815
78247,24829,1395815
24829,67002,1395815
67002,33148,1395815
33148,70809,1395815
70809,29444,1395815
29444,44823,1395815
44823,18510,1395815
18510,65118,1395815
65118,85423,1395815
24748,99772,3503270
99772,98671,3503270
98671,55419,3503270
55419,86550,3503270
86550,447,3503270
447,29601,3503270
29601,4622,3503270
4622,7538,3503270
7538,15428,3503270
66175,17401,4369196
17401,13760,4369196
13760,32080,4369196
32080,69237,4369196
69237,44868,4369196
44868,57816,4369196
57816,70882,4369196
70882,68179,4369196
28238,32176,1180054
32176,2608,1180054
2608,26551,1180054
26551,33564,1180054
33564,6678,1180054
6678,40154,1180054
40154,54099,1180054
30770,62556,13332
39119,62556,13332
54784,62556,13332
40894,62556,13332
18036,62556,13332
18283,62556,13332
89886,62556,13332
21638,62556,13332
72442,62556,13333
42203,43793,106906
64550,43793,106906
3226,43793,106906
72164,43793,106906
55340,43793,106906
43725,43793,106906
46066,43793,106906
77458,43793,106906
92057,43793,106907
30714,43793,106907
94900,43793,106907
10908,43793,106907
87134,43793,106907
57913,43793,106907
91533,43793,106907
89714,43793,106907
37235,43793,106907
75468,43793,106907
29043,43793,106907
53540,43793,106907
34767,43793,106907
14945,43793,106907
9532,43793,106907
27332,43793,106907
32685,43793,106907
26390,43793,106907
