Id,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,modularity_class,betweenesscentrality,isfraud
83481,0,1,1,0,7259213,7259213,24,0.08254,7,0,0
18652,1,1,2,7259213,7259213,14518426,23,0.086505,7,0.000003,0
46559,1,1,2,7259213,7259213,14518426,22,0.090909,7,0.000006,1
82128,1,1,2,7259213,7259213,14518426,21,0.095833,7,0.000009,1
35540,1,1,2,7259213,7259213,14518426,20,0.101382,7,0.000011,1
48703,1,1,2,7259213,7259213,14518426,19,0.107692,7,0.000013,1
4689,1,2,3,7259213,8418181,15677394,18,0.114943,7,0.000015,1
73081,1,1,2,7259213,7259213,14518426,17,0.111111,7,0.000015,1
43005,1,1,2,7259213,7259213,14518426,16,0.117647,7,0.000016,1
23718,1,1,2,7259213,7259213,14518426,15,0.125,7,0.000017,1
75731,1,1,2,7259213,7259213,14518426,14,0.133333,7,0.000018,1
13541,1,1,2,7259213,7259213,14518426,13,0.142857,7,0.000018,1
86616,1,1,2,7259213,7259213,14518426,12,0.153846,7,0.000018,1
30351,1,1,2,7259213,7259213,14518426,11,0.166667,7,0.000018,1
54421,1,1,2,7259213,7259213,14518426,10,0.181818,7,0.000018,1
71902,1,1,2,7259213,7259213,14518426,9,0.2,7,0.000017,1
89585,1,1,2,7259213,7259213,14518426,8,0.222222,7,0.000016,1
62633,1,1,2,7259213,7259213,14518426,7,0.25,7,0.000015,1
51413,1,1,2,7259213,7259213,14518426,6,0.285714,7,0.000014,1
51492,1,1,2,7259213,7259213,14518426,5,0.333333,7,0.000012,1
67532,1,1,2,7259213,7259213,14518426,4,0.4,7,0.00001,1
20238,1,1,2,7259213,7259213,14518426,3,0.5,7,0.000008,1
95209,1,1,2,7259213,7259213,14518426,2,0.666667,7,0.000006,1
12159,1,1,2,7259213,7259213,14518426,1,1,7,0.000003,1
31132,1,0,1,7259213,0,7259213,0,0,7,0,1
51905,0,1,1,0,7042628,7042628,12,0.153846,8,0,0
83520,1,1,2,7042628,7042628,14085256,11,0.166667,8,0.000001,0
21933,1,1,2,7042628,7042628,14085256,10,0.181818,8,0.000003,1
28680,1,1,2,7042628,7042628,14085256,9,0.2,8,0.000003,1
61453,1,1,2,7042628,7042628,14085256,8,0.222222,8,0.000004,1
99444,1,1,2,7042628,7042628,14085256,7,0.25,8,0.000004,1
25410,1,1,2,7042628,7042628,14085256,6,0.285714,8,0.000005,1
98222,1,1,2,7042628,7042628,14085256,5,0.333333,8,0.000004,1
48954,1,1,2,7042628,7042628,14085256,4,0.4,8,0.000004,1
62123,1,1,2,7042628,7042628,14085256,3,0.5,8,0.000003,1
1008,1,1,2,7042628,7042628,14085256,2,0.666667,8,0.000003,1
19795,2,1,3,11018047,7042628,18060675,1,1,8,0.000002,1
36123,1,0,1,7042628,0,7042628,0,0,8,0,1
47590,1,1,2,4555562,7130066,11685628,14,0.137615,9,0.000002,0
16290,1,1,2,7130066,7130066,14260132,13,0.148936,9,0.000003,0
12859,2,1,3,7300181,7130066,14430247,12,0.1625,9,0.000006,1
60685,1,2,3,7130066,9353827,16483893,11,0.179104,9,0.000007,1
93590,1,1,2,7130066,7130066,14260132,10,0.181818,9,0.000007,1
41731,1,1,2,7130066,7130066,14260132,9,0.2,9,0.000008,1
59544,1,1,2,7130066,7130066,14260132,8,0.222222,9,0.000008,1
34132,1,1,2,7130066,7130066,14260132,7,0.25,9,0.000008,1
28150,1,1,2,7130066,7130066,14260132,6,0.285714,9,0.000007,1
44752,1,1,2,7130066,7130066,14260132,5,0.333333,9,0.000007,1
63384,1,1,2,7130066,7130066,14260132,4,0.4,9,0.000006,1
28424,1,1,2,7130066,7130066,14260132,3,0.5,9,0.000005,1
17067,1,1,2,7130066,7130066,14260132,2,0.666667,9,0.000003,1
61320,2,1,3,8971326,7130066,16101392,1,1,9,0.000002,1
11181,1,0,1,7130066,0,7130066,0,0,9,0,1
70212,0,1,1,0,7474036,7474036,14,0.140351,10,0,0
19597,1,1,2,7474036,7474036,14948072,13,0.153061,10,0.000002,0
1265,1,1,2,7474036,7474036,14948072,12,0.168675,10,0.000004,1
66955,1,2,3,7474036,10510719,17984755,11,0.188406,10,0.000005,1
47361,1,1,2,7474036,7474036,14948072,10,0.181818,10,0.000005,1
55499,1,1,2,7474036,7474036,14948072,9,0.2,10,0.000006,1
37773,1,1,2,7474036,7474036,14948072,8,0.222222,10,0.000006,1
25554,1,1,2,7474036,7474036,14948072,7,0.25,10,0.000006,1
59135,1,1,2,7474036,7474036,14948072,6,0.285714,10,0.000006,1
50648,1,1,2,7474036,7474036,14948072,5,0.333333,10,0.000006,1
67134,1,1,2,7474036,7474036,14948072,4,0.4,10,0.000005,1
98434,1,1,2,7474036,7474036,14948072,3,0.5,10,0.000004,1
15793,1,1,2,7474036,7474036,14948072,2,0.666667,10,0.000003,1
28005,1,1,2,7474036,7474036,14948072,1,1,10,0.000002,1
77462,1,0,1,7474036,0,7474036,0,0,10,0,1
31270,0,2,2,0,7725754,7725754,9,0.217391,11,0,0
93784,1,1,2,7629866,7629866,15259732,8,0.222222,11,0.000001,0
12394,1,1,2,7629866,7629866,15259732,7,0.25,11,0.000002,1
12290,1,1,2,7629866,7629866,15259732,6,0.285714,11,0.000002,1
31377,1,1,2,7629866,7629866,15259732,5,0.333333,11,0.000003,1
45615,1,1,2,7629866,7629866,15259732,4,0.4,11,0.000003,1
18899,1,1,2,7629866,7629866,15259732,3,0.5,11,0.000002,1
79698,1,1,2,7629866,7629866,15259732,2,0.666667,11,0.000002,1
5891,1,1,2,7629866,7629866,15259732,1,1,11,0.000001,1
27880,1,0,1,7629866,0,7629866,0,0,11,0,1
29182,1,2,3,378583,8233467,8612050,13,0.159574,12,0.000004,0
4588,1,1,2,7881878,7881878,15763756,12,0.153846,12,0.000005,0
30874,1,1,2,7881878,7881878,15763756,11,0.166667,12,0.000006,1
10085,1,1,2,7881878,7881878,15763756,10,0.181818,12,0.000006,1
75200,1,1,2,7881878,7881878,15763756,9,0.2,12,0.000007,1
90043,1,1,2,7881878,7881878,15763756,8,0.222222,12,0.000007,1
18262,1,1,2,7881878,7881878,15763756,7,0.25,12,0.000007,1
27723,1,1,2,7881878,7881878,15763756,6,0.285714,12,0.000007,1
76733,1,1,2,7881878,7881878,15763756,5,0.333333,12,0.000006,1
60635,1,1,2,7881878,7881878,15763756,4,0.4,12,0.000006,1
79115,1,1,2,7881878,7881878,15763756,3,0.5,12,0.000005,1
81153,1,1,2,7881878,7881878,15763756,2,0.666667,12,0.000003,1
61280,1,1,2,7881878,7881878,15763756,1,1,12,0.000002,1
70824,1,0,1,7881878,0,7881878,0,0,12,0,1
25682,1,1,2,1951655,5505135,7456790,23,0.083333,13,0.000006,0
59982,1,1,2,5505135,5505135,11010270,22,0.086957,13,0.000008,0
87061,1,1,2,5505135,5505135,11010270,21,0.090909,13,0.000011,1
55735,2,1,3,6531197,5505135,12036332,20,0.095238,13,0.000015,1
81463,1,1,2,5505135,5505135,11010270,19,0.1,13,0.000017,1
29791,1,1,2,5505135,5505135,11010270,18,0.105263,13,0.000018,1
84810,1,1,2,5505135,5505135,11010270,17,0.111111,13,0.000019,1
18415,1,1,2,5505135,5505135,11010270,16,0.117647,13,0.00002,1
40262,1,1,2,5505135,5505135,11010270,15,0.125,13,0.000021,1
91800,1,1,2,5505135,5505135,11010270,14,0.133333,13,0.000021,1
78720,1,1,2,5505135,5505135,11010270,13,0.142857,13,0.000021,1
23436,1,1,2,5505135,5505135,11010270,12,0.153846,13,0.000021,1
23329,1,1,2,5505135,5505135,11010270,11,0.166667,13,0.000021,1
77289,1,1,2,5505135,5505135,11010270,10,0.181818,13,0.00002,1
24637,1,1,2,5505135,5505135,11010270,9,0.2,13,0.000019,1
23120,1,1,2,5505135,5505135,11010270,8,0.222222,13,0.000018,1
23021,1,1,2,5505135,5505135,11010270,7,0.25,13,0.000017,1
35384,1,1,2,5505135,5505135,11010270,6,0.285714,13,0.000015,1
36942,2,1,3,6942188,5505135,12447323,5,0.333333,13,0.000015,1
44071,1,1,2,5505135,5505135,11010270,4,0.4,13,0.000013,1
6211,1,1,2,5505135,5505135,11010270,3,0.5,13,0.00001,1
40833,1,1,2,5505135,5505135,11010270,2,0.666667,13,0.000007,1
69782,1,1,2,5505135,5505135,11010270,1,1,13,0.000004,1
1906,1,0,1,5505135,0,5505135,0,0,13,0,1
39185,1,1,2,3603745,5004735,8608480,13,0.147368,14,0.000004,0
10202,1,1,2,5004735,5004735,10009470,12,0.160494,14,0.000005,0
8566,1,1,2,5004735,5004735,10009470,11,0.176471,14,0.000006,1
68275,2,2,4,5636225,9121683,14757908,10,0.196429,14,0.00001,1
54367,1,1,2,5004735,5004735,10009470,9,0.2,14,0.000009,1
31610,1,1,2,5004735,5004735,10009470,8,0.222222,14,0.000009,1
65175,1,1,2,5004735,5004735,10009470,7,0.25,14,0.000009,1
2349,1,1,2,5004735,5004735,10009470,6,0.285714,14,0.000008,1
59772,1,1,2,5004735,5004735,10009470,5,0.333333,14,0.000008,1
91404,1,1,2,5004735,5004735,10009470,4,0.4,14,0.000007,1
54988,1,1,2,5004735,5004735,10009470,3,0.5,14,0.000005,1
88062,1,1,2,5004735,5004735,10009470,2,0.666667,14,0.000004,1
51626,1,1,2,5004735,5004735,10009470,1,1,14,0.000002,1
12781,1,0,1,5004735,0,5004735,0,0,14,0,1
20849,0,2,2,0,7425192,7425192,23,0.100649,15,0,0
70229,1,1,2,5820894,5820894,11641788,22,0.086957,15,0.000003,0
355,1,1,2,5820894,5820894,11641788,21,0.090909,15,0.000005,1
32083,1,1,2,5820894,5820894,11641788,20,0.095238,15,0.000008,1
7844,1,1,2,5820894,5820894,11641788,19,0.1,15,0.00001,1
57355,1,1,2,5820894,5820894,11641788,18,0.105263,15,0.000011,1
23333,1,1,2,5820894,5820894,11641788,17,0.111111,15,0.000013,1
51985,1,1,2,5820894,5820894,11641788,16,0.117647,15,0.000014,1
90802,1,1,2,5820894,5820894,11641788,15,0.125,15,0.000015,1
27855,1,1,2,5820894,5820894,11641788,14,0.133333,15,0.000016,1
22279,1,1,2,5820894,5820894,11641788,13,0.142857,15,0.000016,1
78391,1,1,2,5820894,5820894,11641788,12,0.153846,15,0.000017,1
65372,1,1,2,5820894,5820894,11641788,11,0.166667,15,0.000017,1
8719,1,1,2,5820894,5820894,11641788,10,0.181818,15,0.000016,1
59910,1,1,2,5820894,5820894,11641788,9,0.2,15,0.000016,1
18263,1,1,2,5820894,5820894,11641788,8,0.222222,15,0.000015,1
48977,1,1,2,5820894,5820894,11641788,7,0.25,15,0.000014,1
90823,1,1,2,5820894,5820894,11641788,6,0.285714,15,0.000013,1
92278,1,1,2,5820894,5820894,11641788,5,0.333333,15,0.000011,1
59150,1,1,2,5820894,5820894,11641788,4,0.4,15,0.00001,1
55884,2,1,3,7938211,5820894,13759105,3,0.5,15,0.000008,1
15913,1,1,2,5820894,5820894,11641788,2,0.666667,15,0.000006,1
99193,1,1,2,5820894,5820894,11641788,1,1,15,0.000003,1
2405,1,0,1,5820894,0,5820894,0,0,15,0,1
30553,0,1,1,0,7013498,7013498,21,0.093617,16,0,0
89924,1,1,2,7013498,7013498,14026996,20,0.098592,16,0.000003,0
75789,1,1,2,7013498,7013498,14026996,19,0.104167,16,0.000005,1
8475,1,2,3,7013498,9365050,16378548,18,0.110465,16,0.000007,1
68269,1,1,2,7013498,7013498,14026996,17,0.111111,16,0.000009,1
17819,1,1,2,7013498,7013498,14026996,16,0.117647,16,0.00001,1
9884,1,1,2,7013498,7013498,14026996,15,0.125,16,0.000011,1
95983,1,1,2,7013498,7013498,14026996,14,0.133333,16,0.000012,1
56458,1,1,2,7013498,7013498,14026996,13,0.142857,16,0.000013,1
22341,1,1,2,7013498,7013498,14026996,12,0.153846,16,0.000014,1
636,1,1,2,7013498,7013498,14026996,11,0.166667,16,0.000014,1
63148,1,1,2,7013498,7013498,14026996,10,0.181818,16,0.000014,1
89382,1,1,2,7013498,7013498,14026996,9,0.2,16,0.000014,1
49500,1,1,2,7013498,7013498,14026996,7,0.25,16,0.000013,1
89628,1,1,2,7013498,7013498,14026996,6,0.285714,16,0.000012,1
68940,1,1,2,7013498,7013498,14026996,5,0.333333,16,0.000011,1
8637,1,1,2,7013498,7013498,14026996,4,0.4,16,0.000009,1
38215,1,1,2,7013498,7013498,14026996,3,0.5,16,0.000007,1
35484,1,1,2,7013498,7013498,14026996,2,0.666667,16,0.000005,1
3185,1,1,2,7013498,7013498,14026996,1,1,16,0.000003,1
46114,1,0,1,7013498,0,7013498,0,0,16,0,1
85457,0,2,2,0,6811662,6811662,21,0.099237,17,0,0
50028,1,1,2,5523379,5523379,11046758,20,0.097872,17,0.000003,0
56742,1,1,2,5523379,5523379,11046758,19,0.103774,17,0.000006,1
1366,2,2,4,7833931,8440010,16273941,18,0.110526,17,0.000013,1
3381,1,1,2,5523379,5523379,11046758,17,0.107143,17,0.000014,1
50866,1,1,2,5523379,5523379,11046758,16,0.113333,17,0.000015,1
62749,1,1,2,5523379,5523379,11046758,15,0.120301,17,0.000016,1
3912,1,1,2,5523379,5523379,11046758,14,0.128205,17,0.000017,1
62828,1,1,2,5523379,5523379,11046758,13,0.137255,17,0.000018,1
62413,1,1,2,5523379,5523379,11046758,12,0.147727,17,0.000018,1
8657,1,1,2,5523379,5523379,11046758,11,0.16,17,0.000018,1
57832,1,1,2,5523379,5523379,11046758,10,0.174603,17,0.000018,1
82169,1,1,2,5523379,5523379,11046758,9,0.192308,17,0.000018,1
36275,1,1,2,5523379,5523379,11046758,8,0.214286,17,0.000017,1
18972,1,1,2,5523379,5523379,11046758,7,0.242424,17,0.000016,1
62001,1,1,2,5523379,5523379,11046758,6,0.28,17,0.000015,1
50177,1,1,2,5523379,5523379,11046758,5,0.333333,17,0.000014,1
94708,1,1,2,5523379,5523379,11046758,4,0.416667,17,0.000012,1
41032,1,2,3,5523379,10157569,15680948,3,0.571429,17,0.00001,1
30699,1,1,2,5523379,5523379,11046758,2,0.666667,17,0.000005,1
97635,1,1,2,5523379,5523379,11046758,1,1,17,0.000003,1
90379,1,0,1,5523379,0,5523379,0,0,17,0,1
73532,1,2,3,1421211,9275100,10696311,24,0.089527,22,0.00002,0
58640,1,1,2,6654803,6654803,13309606,23,0.09,22,0.000014,0
1577,1,1,2,6654803,6654803,13309606,22,0.095238,22,0.000016,1
84551,1,2,3,6654803,9406288,16061091,21,0.101215,22,0.000019,1
97738,1,1,2,6654803,6654803,13309606,20,0.103604,22,0.00002,1
92460,1,1,2,6654803,6654803,13309606,19,0.110553,22,0.000022,1
6599,1,2,3,6654803,6875616,13530419,18,0.118644,22,0.000024,1
32997,1,1,2,6654803,6654803,13309606,17,0.116129,22,0.000023,1
57384,2,2,4,13505398,13505398,27010796,16,0.124088,22,0.000034,1
42460,1,1,2,6654803,6654803,13309606,15,0.125,22,0.000032,1
32346,2,1,3,6881498,6654803,13536301,14,0.133333,22,0.000034,1
26734,1,1,2,6654803,6654803,13309606,13,0.142857,22,0.000033,1
78224,1,1,2,6654803,6654803,13309606,12,0.153846,22,0.000032,1
64582,1,1,2,6654803,6654803,13309606,11,0.166667,22,0.000031,1
57711,1,1,2,6654803,6654803,13309606,10,0.181818,22,0.000029,1
89866,1,1,2,6654803,6654803,13309606,9,0.2,22,0.000027,1
9408,1,1,2,6654803,6654803,13309606,8,0.222222,22,0.000025,1
47099,1,1,2,6654803,6654803,13309606,7,0.25,22,0.000023,1
28292,1,1,2,6654803,6654803,13309606,6,0.285714,22,0.00002,1
24583,1,1,2,6654803,6654803,13309606,5,0.333333,22,0.000018,1
94580,1,1,2,6654803,6654803,13309606,4,0.4,22,0.000015,1
98137,1,1,2,6654803,6654803,13309606,3,0.5,22,0.000011,1
52566,1,1,2,6654803,6654803,13309606,2,0.666667,22,0.000008,1
8509,1,1,2,6654803,6654803,13309606,1,1,22,0.000004,1
82804,1,0,1,6654803,0,6654803,0,0,22,0,1
61330,0,1,1,0,7012527,7012527,11,0.166667,18,0,0
80052,1,1,2,7012527,7012527,14025054,10,0.181818,18,0.000001,0
52054,1,1,2,7012527,7012527,14025054,9,0.2,18,0.000002,1
75252,2,1,3,7236884,7012527,14249411,8,0.222222,18,0.000005,1
94658,1,1,2,7012527,7012527,14025054,7,0.25,18,0.000005,1
29555,1,1,2,7012527,7012527,14025054,6,0.285714,18,0.000005,1
83209,1,1,2,7012527,7012527,14025054,5,0.333333,18,0.000005,1
25531,1,1,2,7012527,7012527,14025054,4,0.4,18,0.000005,1
37485,1,1,2,7012527,7012527,14025054,3,0.5,18,0.000004,1
52245,1,1,2,7012527,7012527,14025054,2,0.666667,18,0.000003,1
27205,1,1,2,7012527,7012527,14025054,1,1,18,0.000002,1
7012,1,0,1,7012527,0,7012527,0,0,18,0,1
34166,0,1,1,0,6763814,6763814,5,0.275862,19,0,0
99897,1,1,2,6763814,6763814,13527628,4,0.333333,19,0.000001,0
90762,1,1,2,6763814,6763814,13527628,3,0.428571,19,0.000002,1
94652,1,2,3,6763814,8159101,14922915,2,0.625,19,0.000002,1
294,1,1,2,6763814,6763814,13527628,1,1,19,0.000001,1
42293,1,0,1,6763814,0,6763814,0,0,19,0,1
57833,0,3,3,0,10721354,10721354,24,0.084375,20,0,0
5702,1,1,2,5815280,5815280,11630560,23,0.081911,20,0.000003,0
65057,1,1,2,5815280,5815280,11630560,22,0.085502,20,0.000006,1
8971,1,1,2,5815280,5815280,11630560,21,0.089431,20,0.000008,1
71695,1,1,2,5815280,5815280,11630560,20,0.09375,20,0.000011,1
40056,1,1,2,5815280,5815280,11630560,19,0.098522,20,0.000013,1
65904,1,1,2,5815280,5815280,11630560,18,0.103825,20,0.000014,1
38537,1,1,2,5815280,5815280,11630560,17,0.109756,20,0.000016,1
93771,1,1,2,5815280,5815280,11630560,16,0.116438,20,0.000017,1
48889,1,1,2,5815280,5815280,11630560,15,0.124031,20,0.000018,1
37799,1,1,2,5815280,5815280,11630560,14,0.132743,20,0.000019,1
78632,1,1,2,5815280,5815280,11630560,13,0.142857,20,0.000019,1
66144,1,1,2,5815280,5815280,11630560,12,0.154762,20,0.00002,1
55902,1,1,2,5815280,5815280,11630560,11,0.169014,20,0.00002,1
46192,1,1,2,5815280,5815280,11630560,10,0.186441,20,0.000019,1
92695,1,1,2,5815280,5815280,11630560,9,0.208333,20,0.000019,1
9761,1,1,2,5815280,5815280,11630560,8,0.236842,20,0.000018,1
73630,2,2,4,8384072,6816004,15200076,7,0.275862,20,0.000037,1
79987,1,1,2,5815280,5815280,11630560,6,0.285714,20,0.000029,1
9368,1,1,2,5815280,5815280,11630560,5,0.333333,20,0.000025,1
88486,1,1,2,5815280,5815280,11630560,4,0.4,20,0.00002,1
66606,1,1,2,5815280,5815280,11630560,3,0.5,20,0.000016,1
35053,2,1,3,8202032,5815280,14017312,2,0.666667,20,0.000011,1
50985,1,1,2,5815280,5815280,11630560,1,1,20,0.000006,1
88714,1,0,1,5815280,0,5815280,0,0,20,0,1
95835,0,1,1,0,7952497,7952497,5,0.333333,21,0,0
53518,1,1,2,7952497,7952497,15904994,4,0.4,21,0.000001,0
60865,1,1,2,7952497,7952497,15904994,3,0.5,21,0.000001,1
67506,1,1,2,7952497,7952497,15904994,2,0.666667,21,0.000001,1
41341,2,1,3,9433763,7952497,17386260,1,1,21,0.000001,1
25679,1,0,1,7952497,0,7952497,0,0,21,0,1
3961,0,2,2,0,11820496,11820496,20,0.101852,22,0,0
76162,1,1,2,6850595,6850595,13701190,19,0.103093,22,0.000003,0
71574,1,1,2,6850595,6850595,13701190,18,0.109195,22,0.000005,1
67662,2,1,3,11536757,6850595,18387352,17,0.116129,22,0.000009,1
90524,1,0,1,6850595,0,6850595,0,0,22,0,1
68625,1,1,2,2686176,6615328,9301504,9,0.2,23,0.000005,0
17909,1,1,2,6615328,6615328,13230656,8,0.222222,23,0.000005,0
38002,1,1,2,6615328,6615328,13230656,7,0.25,23,0.000005,1
56721,1,1,2,6615328,6615328,13230656,6,0.285714,23,0.000005,1
33784,1,1,2,6615328,6615328,13230656,5,0.333333,23,0.000005,1
51575,1,1,2,6615328,6615328,13230656,4,0.4,23,0.000005,1
78164,1,1,2,6615328,6615328,13230656,3,0.5,23,0.000004,1
93853,1,1,2,6615328,6615328,13230656,2,0.666667,23,0.000003,1
76022,1,1,2,6615328,6615328,13230656,1,1,23,0.000002,1
19634,1,0,1,6615328,0,6615328,0,0,23,0,1
66897,0,1,1,0,6421783,6421783,15,0.125,24,0,0
87520,1,1,2,6421783,6421783,12843566,14,0.133333,24,0.000002,0
87615,1,1,2,6421783,6421783,12843566,13,0.142857,24,0.000003,1
52483,1,1,2,6421783,6421783,12843566,12,0.153846,24,0.000005,1
76267,1,1,2,6421783,6421783,12843566,11,0.166667,24,0.000006,1
45383,1,1,2,6421783,6421783,12843566,10,0.181818,24,0.000006,1
5110,1,1,2,6421783,6421783,12843566,9,0.2,24,0.000007,1
62286,1,1,2,6421783,6421783,12843566,8,0.222222,24,0.000007,1
81909,1,1,2,6421783,6421783,12843566,7,0.25,24,0.000007,1
26650,1,1,2,6421783,6421783,12843566,6,0.285714,24,0.000007,1
63119,1,1,2,6421783,6421783,12843566,5,0.333333,24,0.000006,1
41122,1,1,2,6421783,6421783,12843566,4,0.4,24,0.000006,1
54119,1,1,2,6421783,6421783,12843566,3,0.5,24,0.000005,1
97966,1,1,2,6421783,1162767,7584550,2,0.666667,24,0.000003,1
950,2,1,3,4945900,6493011,11438911,17,0.106509,25,0.000005,0
88357,1,1,2,6493011,6493011,12986022,16,0.112583,25,0.000006,0
96627,1,1,2,6493011,6493011,12986022,15,0.119403,25,0.000008,1
71881,2,1,3,9377445,6493011,15870456,14,0.127119,25,0.000011,1
10608,2,1,3,10433998,6493011,16927009,13,0.135922,25,0.000016,1
16272,1,1,2,6493011,6493011,12986022,12,0.146067,25,0.000016,1
62981,1,1,2,6493011,6493011,12986022,11,0.157895,25,0.000017,1
11695,1,1,2,6493011,6493011,12986022,10,0.171875,25,0.000017,1
74486,1,1,2,6493011,6493011,12986022,9,0.188679,25,0.000016,1
38258,1,1,2,6493011,6493011,12986022,8,0.209302,25,0.000016,1
93492,1,1,2,6493011,6493011,12986022,7,0.235294,25,0.000015,1
2466,1,1,2,6493011,6493011,12986022,6,0.269231,25,0.000014,1
44313,1,1,2,6493011,6493011,12986022,5,0.315789,25,0.000013,1
37630,1,1,2,6493011,6493011,12986022,4,0.384615,25,0.000011,1
98242,1,1,2,6493011,6493011,12986022,3,0.5,25,0.00001,1
15558,1,2,3,6493011,11192509,17685520,2,0.75,25,0.000008,1
81278,1,0,1,6493011,0,6493011,0,0,25,0,1
14363,0,1,1,0,5972619,5972619,8,0.196078,26,0,0
95594,1,1,2,5972619,5972619,11945238,7,0.219512,26,0.000001,0
35300,1,1,2,5972619,5972619,11945238,6,0.25,26,0.000002,1
1991,1,1,2,5972619,5972619,11945238,5,0.291667,26,0.000003,1
82483,1,1,2,5972619,5972619,11945238,4,0.352941,26,0.000003,1
63326,1,1,2,5972619,5972619,11945238,3,0.454545,26,0.000003,1
70242,1,2,3,5972619,8473803,14446422,2,0.666667,26,0.000003,1
63810,1,2,3,5972619,10967727,16940346,1,1,26,0.000002,1
22306,1,0,1,5972619,0,5972619,0,0,26,0,1
21038,0,1,1,0,6352694,6352694,10,0.191176,27,0,0
16863,1,1,2,6352694,6352694,12705388,9,0.218182,27,0.000002,0
38558,1,1,2,6352694,6352694,12705388,8,0.255814,27,0.000003,1
57768,1,3,4,6352694,10234569,16587263,7,0.3125,27,0.000004,1
9810,1,1,2,6352694,6352694,12705388,6,0.285714,27,0.000003,1
51713,1,1,2,6352694,6352694,12705388,5,0.333333,27,0.000003,1
61936,1,1,2,6352694,6352694,12705388,4,0.4,27,0.000003,1
68283,1,1,2,6352694,6352694,12705388,3,0.5,27,0.000003,1
51673,1,1,2,6352694,6352694,12705388,2,0.666667,27,0.000002,1
65837,1,1,2,6352694,6352694,12705388,1,1,27,0.000001,1
26663,1,0,1,6352694,0,6352694,0,0,27,0,1
45741,0,1,1,0,7422956,7422956,24,0.084142,28,0,0
44840,1,1,2,7422956,7422956,14845912,23,0.088339,28,0.000003,0
15517,1,1,2,7422956,7422956,14845912,22,0.093023,28,0.000006,1
86315,1,1,2,7422956,7422956,14845912,20,0.095238,28,0.000013,1
46239,1,1,2,7422956,7422956,14845912,19,0.1,28,0.000014,1
96888,1,1,2,7422956,7422956,14845912,18,0.105263,28,0.000016,1
43458,1,1,2,7422956,7422956,14845912,17,0.111111,28,0.000017,1
10997,1,1,2,7422956,7422956,14845912,16,0.117647,28,0.000018,1
33473,1,1,2,7422956,7422956,14845912,15,0.125,28,0.000019,1
32740,1,1,2,7422956,7422956,14845912,14,0.133333,28,0.000019,1
9490,1,1,2,7422956,7422956,14845912,13,0.142857,28,0.00002,1
56185,1,1,2,7422956,7422956,14845912,12,0.153846,28,0.00002,1
32420,1,1,2,7422956,7422956,14845912,11,0.166667,28,0.000019,1
77936,1,1,2,7422956,7422956,14845912,10,0.181818,28,0.000019,1
78819,1,1,2,7422956,7422956,14845912,9,0.2,28,0.000018,1
47111,1,1,2,7422956,7422956,14845912,8,0.222222,28,0.000017,1
34947,1,1,2,7422956,7422956,14845912,7,0.25,28,0.000016,1
55838,1,1,2,7422956,7422956,14845912,6,0.285714,28,0.000014,1
13410,1,1,2,7422956,7422956,14845912,5,0.333333,28,0.000013,1
95198,1,1,2,7422956,7422956,14845912,4,0.4,28,0.000011,1
76344,1,1,2,7422956,7422956,14845912,3,0.5,28,0.000008,1
23503,1,1,2,7422956,7422956,14845912,2,0.666667,28,0.000006,1
74586,1,1,2,7422956,7422956,14845912,1,1,28,0.000003,1
22963,1,0,1,7422956,0,7422956,0,0,28,0,1
44827,0,3,3,0,7632379,7632379,6,0.36,29,0,0
27662,1,1,2,5268988,5268988,10537976,5,0.333333,29,0.000001,0
92734,1,1,2,5268988,5268988,10537976,4,0.4,29,0.000001,1
63730,2,1,3,7315822,5268988,12584810,3,0.5,29,0.000002,1
77073,1,1,2,5268988,5268988,10537976,2,0.666667,29,0.000001,1
33133,1,1,2,5268988,5268988,10537976,1,1,29,0.000001,1
43171,1,0,1,5268988,0,5268988,0,0,29,0,1
10560,0,1,1,0,7621775,7621775,22,0.091603,30,0,0
16835,1,1,2,7621775,7621775,15243550,21,0.096639,30,0.000003,0
58819,2,1,3,8745170,7621775,16366945,20,0.102326,30,0.000019,1
55033,2,2,4,11662252,11027679,22689931,19,0.108808,30,0.000024,1
86948,1,1,2,7621775,7621775,15243550,18,0.105263,30,0.000023,1
31965,1,1,2,7621775,7621775,15243550,17,0.111111,30,0.000024,1
69542,1,1,2,7621775,7621775,15243550,16,0.117647,30,0.000024,1
74761,1,1,2,7621775,7621775,15243550,15,0.125,30,0.000025,1
78808,1,1,2,7621775,7621775,15243550,14,0.133333,30,0.000025,1
24306,1,1,2,7621775,7621775,15243550,13,0.142857,30,0.000025,1
23199,1,1,2,7621775,7621775,15243550,12,0.153846,30,0.000024,1
65145,1,1,2,7621775,7621775,15243550,11,0.166667,30,0.000024,1
96091,1,1,2,7621775,7621775,15243550,10,0.181818,30,0.000023,1
46638,2,1,3,10090215,7621775,17711990,9,0.2,30,0.000024,1
50729,1,1,2,7621775,7621775,15243550,8,0.222222,30,0.000022,1
90209,1,1,2,7621775,7621775,15243550,7,0.25,30,0.00002,1
75622,1,1,2,7621775,7621775,15243550,6,0.285714,30,0.000018,1
73215,1,1,2,7621775,7621775,15243550,5,0.333333,30,0.000016,1
89274,1,1,2,7621775,7621775,15243550,4,0.4,30,0.000013,1
64868,1,1,2,7621775,7621775,15243550,3,0.5,30,0.00001,1
