Id,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum,modularity_class
86945,1,0,1,323248,0,323248,0,0,0,0,18,511,34
87092,1,0,1,323248,0,323248,0,0,0,0,18,510,34
68015,1,0,1,323248,0,323248,0,0,0,0,18,509,34
79614,1,0,1,323248,0,323248,0,0,0,0,18,508,34
31440,1,0,1,323248,0,323248,0,0,0,0,18,507,34
57534,1,0,1,323248,0,323248,0,0,0,0,18,506,34
26472,1,0,1,323248,0,323248,0,0,0,0,18,505,34
6984,1,0,1,323248,0,323248,0,0,0,0,18,504,34
33911,1,0,1,323248,0,323248,0,0,0,0,18,503,34
44716,1,0,1,323248,0,323248,0,0,0,0,18,502,34
57919,1,0,1,323248,0,323248,0,0,0,0,18,501,34
95350,1,0,1,323248,0,323248,0,0,0,0,18,500,34
95241,1,0,1,323248,0,323248,0,0,0,0,18,499,34
59719,1,0,1,323249,0,323249,0,0,0,0,18,498,34
42454,0,1,1,0,7270189,7270189,6,0.243902,0.326667,0,19,534,3
32893,1,1,2,7270189,7270189,14540378,5,0.290323,0.368519,0.000001,19,533,3
30530,1,1,2,7270189,7270189,14540378,4,0.363636,0.4375,0.000002,19,532,3
36647,1,2,3,7270189,11523945,18794134,3,0.5,0.595238,0.000003,19,531,3
64269,1,2,3,7270189,12260878,19531067,2,0.666667,0.75,0.000002,19,530,3
48051,1,1,2,7270189,7270189,14540378,1,1,1,0.000001,19,529,3
1970,1,0,1,7270189,0,7270189,0,0,0,0,19,528,3
44881,1,1,2,381968,5983503,6365471,12,0.141593,0.223318,0.000004,20,551,4
76348,1,1,2,5983503,5983503,11967006,11,0.154639,0.23696,0.000006,20,550,4
96871,1,1,2,5983503,5983503,11967006,10,0.170732,0.253543,0.000007,20,549,4
70897,1,1,2,5983503,5983503,11967006,9,0.191176,0.274664,0.000008,20,548,4
98417,1,1,2,5983503,5983503,11967006,8,0.218182,0.303671,0.000009,20,547,4
77678,1,1,2,5983503,5983503,11967006,7,0.255814,0.349351,0.00001,20,546,4
98047,2,2,4,6687851,9563064,16250915,6,0.3125,0.448333,0.000013,20,545,4
60563,1,1,2,5983503,5983503,11967006,2,0.666667,0.75,0.000003,20,544,4
414,1,1,2,5983503,5983503,11967006,1,1,1,0.000002,20,543,4
84965,1,0,1,5983503,0,5983503,0,0,0,0,20,542,4
58314,0,1,1,0,6944610,6944610,23,0.083333,0.162361,0,21,575,5
96855,1,1,2,6944610,6944610,13889220,22,0.086957,0.167764,0.000003,21,574,5
92885,1,1,2,6944610,6944610,13889220,21,0.090909,0.173589,0.000005,21,573,5
85539,2,1,3,9176281,6944610,16120891,20,0.095238,0.179887,0.000013,21,572,5
74228,1,1,2,6944610,6944610,13889220,19,0.1,0.186723,0.000014,21,571,5
35778,1,1,2,6944610,6944610,13889220,18,0.105263,0.194173,0.000016,21,570,5
66713,1,1,2,6944610,6944610,13889220,17,0.111111,0.202327,0.000017,21,569,5
8567,1,1,2,6944610,6944610,13889220,16,0.117647,0.211296,0.000018,21,568,5
87555,1,1,2,6944610,6944610,13889220,15,0.125,0.221215,0.000019,21,567,5
91021,1,1,2,6944610,6944610,13889220,14,0.133333,0.232254,0.000019,21,566,5
59712,1,1,2,6944610,6944610,13889220,13,0.142857,0.244626,0.00002,21,565,5
33274,1,1,2,6944610,6944610,13889220,12,0.153846,0.258601,0.00002,21,564,5
95242,1,1,2,6944610,6944610,13889220,11,0.166667,0.274534,0.000019,21,563,5
70731,1,1,2,6944610,6944610,13889220,10,0.181818,0.292897,0.000019,21,562,5
41780,1,1,2,6944610,6944610,13889220,9,0.2,0.31433,0.000018,21,561,5
35225,1,1,2,6944610,6944610,13889220,8,0.222222,0.339732,0.000017,21,560,5
47114,1,1,2,6944610,6944610,13889220,7,0.25,0.370408,0.000016,21,559,5
13272,1,1,2,6944610,6944610,13889220,6,0.285714,0.408333,0.000014,21,558,5
5645,1,1,2,6944610,6944610,13889220,5,0.333333,0.456667,0.000013,21,557,5
70436,1,1,2,6944610,6944610,13889220,4,0.4,0.520833,0.000011,21,556,5
2802,1,1,2,6944610,6944610,13889220,3,0.5,0.611111,0.000008,21,555,5
87433,1,1,2,6944610,6944610,13889220,2,0.666667,0.75,0.000006,21,554,5
90992,1,1,2,6944610,6944610,13889220,1,1,1,0.000003,21,553,5
4943,1,0,1,6944610,0,6944610,0,0,0,0,21,552,5
83481,0,1,1,0,7259213,7259213,24,0.08254,0.155531,0,22,602,6
18652,1,1,2,7259213,7259213,14518426,23,0.086505,0.161753,0.000003,22,601,6
46559,1,1,2,7259213,7259213,14518426,22,0.090909,0.169062,0.000006,22,600,6
82128,1,1,2,7259213,7259213,14518426,21,0.095833,0.178059,0.000009,22,599,6
35540,1,1,2,7259213,7259213,14518426,20,0.101382,0.190049,0.000011,22,598,6
48703,1,1,2,7259213,7259213,14518426,19,0.107692,0.208623,0.000013,22,597,6
4689,1,2,3,7259213,8418181,15677394,18,0.114943,0.249755,0.000015,22,596,6
73081,1,1,2,7259213,7259213,14518426,17,0.111111,0.202327,0.000015,22,595,6
43005,1,1,2,7259213,7259213,14518426,16,0.117647,0.211296,0.000016,22,594,6
23718,1,1,2,7259213,7259213,14518426,15,0.125,0.221215,0.000017,22,593,6
75731,1,1,2,7259213,7259213,14518426,14,0.133333,0.232254,0.000018,22,592,6
13541,1,1,2,7259213,7259213,14518426,13,0.142857,0.244626,0.000018,22,591,6
86616,1,1,2,7259213,7259213,14518426,12,0.153846,0.258601,0.000018,22,590,6
30351,1,1,2,7259213,7259213,14518426,11,0.166667,0.274534,0.000018,22,589,6
54421,1,1,2,7259213,7259213,14518426,10,0.181818,0.292897,0.000018,22,588,6
71902,1,1,2,7259213,7259213,14518426,9,0.2,0.31433,0.000017,22,587,6
89585,1,1,2,7259213,7259213,14518426,8,0.222222,0.339732,0.000016,22,586,6
62633,1,1,2,7259213,7259213,14518426,7,0.25,0.370408,0.000015,22,585,6
51413,1,1,2,7259213,7259213,14518426,6,0.285714,0.408333,0.000014,22,584,6
51492,1,1,2,7259213,7259213,14518426,5,0.333333,0.456667,0.000012,22,583,6
67532,1,1,2,7259213,7259213,14518426,4,0.4,0.520833,0.00001,22,582,6
20238,1,1,2,7259213,7259213,14518426,3,0.5,0.611111,0.000008,22,581,6
95209,1,1,2,7259213,7259213,14518426,2,0.666667,0.75,0.000006,22,580,6
12159,1,1,2,7259213,7259213,14518426,1,1,1,0.000003,22,579,6
31132,1,0,1,7259213,0,7259213,0,0,0,0,22,578,6
51905,0,1,1,0,7042628,7042628,12,0.153846,0.258601,0,23,615,7
83520,1,1,2,7042628,7042628,14085256,11,0.166667,0.274534,0.000001,23,614,7
21933,1,1,2,7042628,7042628,14085256,10,0.181818,0.292897,0.000003,23,613,7
28680,1,1,2,7042628,7042628,14085256,9,0.2,0.31433,0.000003,23,612,7
61453,1,1,2,7042628,7042628,14085256,8,0.222222,0.339732,0.000004,23,611,7
99444,1,1,2,7042628,7042628,14085256,7,0.25,0.370408,0.000004,23,610,7
25410,1,1,2,7042628,7042628,14085256,6,0.285714,0.408333,0.000005,23,609,7
98222,1,1,2,7042628,7042628,14085256,5,0.333333,0.456667,0.000004,23,608,7
48954,1,1,2,7042628,7042628,14085256,4,0.4,0.520833,0.000004,23,607,7
62123,1,1,2,7042628,7042628,14085256,3,0.5,0.611111,0.000003,23,606,7
1008,1,1,2,7042628,7042628,14085256,2,0.666667,0.75,0.000003,23,605,7
19795,2,1,3,11018047,7042628,18060675,1,1,1,0.000002,23,604,7
36123,1,0,1,7042628,0,7042628,0,0,0,0,23,603,7
47590,1,1,2,4555562,7130066,11685628,14,0.137615,0.233437,0.000002,24,631,8
16290,1,1,2,7130066,7130066,14260132,13,0.148936,0.250962,0.000003,24,630,8
12859,2,1,3,7300181,7130066,14430247,12,0.1625,0.27717,0.000006,24,629,8
60685,1,2,3,7130066,9353827,16483893,11,0.179104,0.33499,0.000007,24,628,8
93590,1,1,2,7130066,7130066,14260132,10,0.181818,0.292897,0.000007,24,627,8
41731,1,1,2,7130066,7130066,14260132,9,0.2,0.31433,0.000008,24,626,8
59544,1,1,2,7130066,7130066,14260132,8,0.222222,0.339732,0.000008,24,625,8
34132,1,1,2,7130066,7130066,14260132,7,0.25,0.370408,0.000008,24,624,8
28150,1,1,2,7130066,7130066,14260132,6,0.285714,0.408333,0.000007,24,623,8
44752,1,1,2,7130066,7130066,14260132,5,0.333333,0.456667,0.000007,24,622,8
63384,1,1,2,7130066,7130066,14260132,4,0.4,0.520833,0.000006,24,621,8
28424,1,1,2,7130066,7130066,14260132,3,0.5,0.611111,0.000005,24,620,8
17067,1,1,2,7130066,7130066,14260132,2,0.666667,0.75,0.000003,24,619,8
61320,2,1,3,8971326,7130066,16101392,1,1,1,0.000002,24,618,8
11181,1,0,1,7130066,0,7130066,0,0,0,0,24,617,8
70212,0,1,1,0,7474036,7474036,14,0.140351,0.231348,0,25,648,9
19597,1,1,2,7474036,7474036,14948072,13,0.153061,0.250898,0.000002,25,647,9
1265,1,1,2,7474036,7474036,14948072,12,0.168675,0.281182,0.000004,25,646,9
66955,1,2,3,7474036,10510719,17984755,11,0.188406,0.347683,0.000005,25,645,9
47361,1,1,2,7474036,7474036,14948072,10,0.181818,0.292897,0.000005,25,644,9
55499,1,1,2,7474036,7474036,14948072,9,0.2,0.31433,0.000006,25,643,9
37773,1,1,2,7474036,7474036,14948072,8,0.222222,0.339732,0.000006,25,642,9
25554,1,1,2,7474036,7474036,14948072,7,0.25,0.370408,0.000006,25,641,9
59135,1,1,2,7474036,7474036,14948072,6,0.285714,0.408333,0.000006,25,640,9
50648,1,1,2,7474036,7474036,14948072,5,0.333333,0.456667,0.000006,25,639,9
67134,1,1,2,7474036,7474036,14948072,4,0.4,0.520833,0.000005,25,638,9
98434,1,1,2,7474036,7474036,14948072,3,0.5,0.611111,0.000004,25,637,9
15793,1,1,2,7474036,7474036,14948072,2,0.666667,0.75,0.000003,25,636,9
28005,1,1,2,7474036,7474036,14948072,1,1,1,0.000002,25,635,9
77462,1,0,1,7474036,0,7474036,0,0,0,0,25,634,9
31270,0,2,2,0,7725754,7725754,9,0.217391,0.382897,0,26,659,10
93784,1,1,2,7629866,7629866,15259732,8,0.222222,0.339732,0.000001,26,658,10
12394,1,1,2,7629866,7629866,15259732,7,0.25,0.370408,0.000002,26,657,10
12290,1,1,2,7629866,7629866,15259732,6,0.285714,0.408333,0.000002,26,656,10
31377,1,1,2,7629866,7629866,15259732,5,0.333333,0.456667,0.000003,26,655,10
45615,1,1,2,7629866,7629866,15259732,4,0.4,0.520833,0.000003,26,654,10
18899,1,1,2,7629866,7629866,15259732,3,0.5,0.611111,0.000002,26,653,10
79698,1,1,2,7629866,7629866,15259732,2,0.666667,0.75,0.000002,26,652,10
5891,1,1,2,7629866,7629866,15259732,1,1,1,0.000001,26,651,10
27880,1,0,1,7629866,0,7629866,0,0,0,0,26,650,10
29182,1,2,3,378583,8233467,8612050,13,0.159574,0.312009,0.000004,27,675,11
4588,1,1,2,7881878,7881878,15763756,12,0.153846,0.258601,0.000005,27,674,11
30874,1,1,2,7881878,7881878,15763756,11,0.166667,0.274534,0.000006,27,673,11
10085,1,1,2,7881878,7881878,15763756,10,0.181818,0.292897,0.000006,27,672,11
75200,1,1,2,7881878,7881878,15763756,9,0.2,0.31433,0.000007,27,671,11
90043,1,1,2,7881878,7881878,15763756,8,0.222222,0.339732,0.000007,27,670,11
18262,1,1,2,7881878,7881878,15763756,7,0.25,0.370408,0.000007,27,669,11
27723,1,1,2,7881878,7881878,15763756,6,0.285714,0.408333,0.000007,27,668,11
76733,1,1,2,7881878,7881878,15763756,5,0.333333,0.456667,0.000006,27,667,11
60635,1,1,2,7881878,7881878,15763756,4,0.4,0.520833,0.000006,27,666,11
79115,1,1,2,7881878,7881878,15763756,3,0.5,0.611111,0.000005,27,665,11
81153,1,1,2,7881878,7881878,15763756,2,0.666667,0.75,0.000003,27,664,11
61280,1,1,2,7881878,7881878,15763756,1,1,1,0.000002,27,663,11
70824,1,0,1,7881878,0,7881878,0,0,0,0,27,662,11
25682,1,1,2,1951655,5505135,7456790,23,0.083333,0.162361,0.000006,27,699,12
59982,1,1,2,5505135,5505135,11010270,22,0.086957,0.167764,0.000008,27,698,12
87061,1,1,2,5505135,5505135,11010270,21,0.090909,0.173589,0.000011,27,697,12
55735,2,1,3,6531197,5505135,12036332,20,0.095238,0.179887,0.000015,27,696,12
81463,1,1,2,5505135,5505135,11010270,19,0.1,0.186723,0.000017,27,695,12
29791,1,1,2,5505135,5505135,11010270,18,0.105263,0.194173,0.000018,27,694,12
84810,1,1,2,5505135,5505135,11010270,17,0.111111,0.202327,0.000019,27,693,12
18415,1,1,2,5505135,5505135,11010270,16,0.117647,0.211296,0.00002,27,692,12
40262,1,1,2,5505135,5505135,11010270,15,0.125,0.221215,0.000021,27,691,12
91800,1,1,2,5505135,5505135,11010270,14,0.133333,0.232254,0.000021,27,690,12
78720,1,1,2,5505135,5505135,11010270,13,0.142857,0.244626,0.000021,27,689,12
23436,1,1,2,5505135,5505135,11010270,12,0.153846,0.258601,0.000021,27,688,12
23329,1,1,2,5505135,5505135,11010270,11,0.166667,0.274534,0.000021,27,687,12
77289,1,1,2,5505135,5505135,11010270,10,0.181818,0.292897,0.00002,27,686,12
24637,1,1,2,5505135,5505135,11010270,9,0.2,0.31433,0.000019,27,685,12
23120,1,1,2,5505135,5505135,11010270,8,0.222222,0.339732,0.000018,27,684,12
23021,1,1,2,5505135,5505135,11010270,7,0.25,0.370408,0.000017,27,683,12
35384,1,1,2,5505135,5505135,11010270,6,0.285714,0.408333,0.000015,27,682,12
36942,2,1,3,6942188,5505135,12447323,5,0.333333,0.456667,0.000015,27,681,12
44071,1,1,2,5505135,5505135,11010270,4,0.4,0.520833,0.000013,27,680,12
6211,1,1,2,5505135,5505135,11010270,3,0.5,0.611111,0.00001,27,679,12
40833,1,1,2,5505135,5505135,11010270,2,0.666667,0.75,0.000007,27,678,12
69782,1,1,2,5505135,5505135,11010270,1,1,1,0.000004,27,677,12
1906,1,0,1,5505135,0,5505135,0,0,0,0,27,676,12
39185,1,1,2,3603745,5004735,8608480,13,0.147368,0.24501,0.000004,28,714,13
10202,1,1,2,5004735,5004735,10009470,12,0.160494,0.26435,0.000005,28,713,13
8566,1,1,2,5004735,5004735,10009470,11,0.176471,0.293323,0.000006,28,712,13
68275,2,2,4,5636225,9121683,14757908,10,0.196429,0.357179,0.00001,28,711,13
54367,1,1,2,5004735,5004735,10009470,9,0.2,0.31433,0.000009,28,710,13
31610,1,1,2,5004735,5004735,10009470,8,0.222222,0.339732,0.000009,28,709,13
65175,1,1,2,5004735,5004735,10009470,7,0.25,0.370408,0.000009,28,708,13
2349,1,1,2,5004735,5004735,10009470,6,0.285714,0.408333,0.000008,28,707,13
59772,1,1,2,5004735,5004735,10009470,5,0.333333,0.456667,0.000008,28,706,13
91404,1,1,2,5004735,5004735,10009470,4,0.4,0.520833,0.000007,28,705,13
54988,1,1,2,5004735,5004735,10009470,3,0.5,0.611111,0.000005,28,704,13
88062,1,1,2,5004735,5004735,10009470,2,0.666667,0.75,0.000004,28,703,13
51626,1,1,2,5004735,5004735,10009470,1,1,1,0.000002,28,702,13
12781,1,0,1,5004735,0,5004735,0,0,0,0,28,701,13
20849,0,2,2,0,7425192,7425192,23,0.100649,0.211321,0,29,746,14
70229,1,1,2,5820894,5820894,11641788,22,0.086957,0.167764,0.000003,29,745,14
355,1,1,2,5820894,5820894,11641788,21,0.090909,0.173589,0.000005,29,744,14
32083,1,1,2,5820894,5820894,11641788,20,0.095238,0.179887,0.000008,29,743,14
7844,1,1,2,5820894,5820894,11641788,19,0.1,0.186723,0.00001,29,742,14
57355,1,1,2,5820894,5820894,11641788,18,0.105263,0.194173,0.000011,29,741,14
23333,1,1,2,5820894,5820894,11641788,17,0.111111,0.202327,0.000013,29,740,14
51985,1,1,2,5820894,5820894,11641788,16,0.117647,0.211296,0.000014,29,739,14
90802,1,1,2,5820894,5820894,11641788,15,0.125,0.221215,0.000015,29,738,14
27855,1,1,2,5820894,5820894,11641788,14,0.133333,0.232254,0.000016,29,737,14
22279,1,1,2,5820894,5820894,11641788,13,0.142857,0.244626,0.000016,29,736,14
78391,1,1,2,5820894,5820894,11641788,12,0.153846,0.258601,0.000017,29,735,14
65372,1,1,2,5820894,5820894,11641788,11,0.166667,0.274534,0.000017,29,734,14
8719,1,1,2,5820894,5820894,11641788,10,0.181818,0.292897,0.000016,29,733,14
59910,1,1,2,5820894,5820894,11641788,9,0.2,0.31433,0.000016,29,732,14
18263,1,1,2,5820894,5820894,11641788,8,0.222222,0.339732,0.000015,29,731,14
48977,1,1,2,5820894,5820894,11641788,7,0.25,0.370408,0.000014,29,730,14
90823,1,1,2,5820894,5820894,11641788,6,0.285714,0.408333,0.000013,29,729,14
92278,1,1,2,5820894,5820894,11641788,5,0.333333,0.456667,0.000011,29,728,14
59150,1,1,2,5820894,5820894,11641788,4,0.4,0.520833,0.00001,29,727,14
55884,2,1,3,7938211,5820894,13759105,3,0.5,0.611111,0.000008,29,726,14
15913,1,1,2,5820894,5820894,11641788,2,0.666667,0.75,0.000006,29,725,14
99193,1,1,2,5820894,5820894,11641788,1,1,1,0.000003,29,724,14
2405,1,0,1,5820894,0,5820894,0,0,0,0,29,723,14
30553,0,1,1,0,7013498,7013498,21,0.093617,0.177062,0,12,760,15
89924,1,1,2,7013498,7013498,14026996,20,0.098592,0.187194,0.000003,12,759,15
75789,1,1,2,7013498,7013498,14026996,19,0.104167,0.202387,0.000005,12,758,15
8475,1,2,3,7013498,9365050,16378548,18,0.110465,0.236585,0.000007,12,757,15
68269,1,1,2,7013498,7013498,14026996,17,0.111111,0.202327,0.000009,12,756,15
17819,1,1,2,7013498,7013498,14026996,16,0.117647,0.211296,0.00001,12,755,15
9884,1,1,2,7013498,7013498,14026996,15,0.125,0.221215,0.000011,12,754,15
95983,1,1,2,7013498,7013498,14026996,14,0.133333,0.232254,0.000012,12,753,15
56458,1,1,2,7013498,7013498,14026996,13,0.142857,0.244626,0.000013,12,752,15
22341,1,1,2,7013498,7013498,14026996,12,0.153846,0.258601,0.000014,12,751,15
636,1,1,2,7013498,7013498,14026996,11,0.166667,0.274534,0.000014,12,750,15
63148,1,1,2,7013498,7013498,14026996,10,0.181818,0.292897,0.000014,12,749,15
89382,1,1,2,7013498,7013498,14026996,9,0.2,0.31433,0.000014,12,748,15
49500,1,1,2,7013498,7013498,14026996,7,0.25,0.370408,0.000013,12,314,15
89628,1,1,2,7013498,7013498,14026996,6,0.285714,0.408333,0.000012,12,313,15
68940,1,1,2,7013498,7013498,14026996,5,0.333333,0.456667,0.000011,12,312,15
8637,1,1,2,7013498,7013498,14026996,4,0.4,0.520833,0.000009,12,311,15
38215,1,1,2,7013498,7013498,14026996,3,0.5,0.611111,0.000007,12,310,15
35484,1,1,2,7013498,7013498,14026996,2,0.666667,0.75,0.000005,12,309,15
3185,1,1,2,7013498,7013498,14026996,1,1,1,0.000003,12,308,15
46114,1,0,1,7013498,0,7013498,0,0,0,0,12,307,15
85457,0,2,2,0,6811662,6811662,21,0.099237,0.21723,0,30,787,16
50028,1,1,2,5523379,5523379,11046758,20,0.097872,0.184201,0.000003,30,786,16
56742,1,1,2,5523379,5523379,11046758,19,0.103774,0.201813,0.000006,30,785,16
1366,2,2,4,7833931,8440010,16273941,18,0.110526,0.240838,0.000013,30,784,16
3381,1,1,2,5523379,5523379,11046758,17,0.107143,0.19479,0.000014,30,783,16
50866,1,1,2,5523379,5523379,11046758,16,0.113333,0.203068,0.000015,30,782,16
62749,1,1,2,5523379,5523379,11046758,15,0.120301,0.212197,0.000016,30,781,16
3912,1,1,2,5523379,5523379,11046758,14,0.128205,0.222326,0.000017,30,780,16
62828,1,1,2,5523379,5523379,11046758,13,0.137255,0.233646,0.000018,30,779,16
62413,1,1,2,5523379,5523379,11046758,12,0.147727,0.246401,0.000018,30,778,16
8657,1,1,2,5523379,5523379,11046758,11,0.16,0.260916,0.000018,30,777,16
57832,1,1,2,5523379,5523379,11046758,10,0.174603,0.277633,0.000018,30,776,16
82169,1,1,2,5523379,5523379,11046758,9,0.192308,0.297183,0.000018,30,775,16
36275,1,1,2,5523379,5523379,11046758,8,0.214286,0.320503,0.000017,30,774,16
18972,1,1,2,5523379,5523379,11046758,7,0.242424,0.349107,0.000016,30,773,16
62001,1,1,2,5523379,5523379,11046758,6,0.28,0.385714,0.000015,30,772,16
50177,1,1,2,5523379,5523379,11046758,5,0.333333,0.436111,0.000014,30,771,16
94708,1,1,2,5523379,5523379,11046758,4,0.416667,0.516667,0.000012,30,770,16
41032,1,2,3,5523379,10157569,15680948,3,0.571429,0.708333,0.00001,30,769,16
30699,1,1,2,5523379,5523379,11046758,2,0.666667,0.75,0.000005,30,768,16
97635,1,1,2,5523379,5523379,11046758,1,1,1,0.000003,30,767,16
90379,1,0,1,5523379,0,5523379,0,0,0,0,30,766,16
73532,1,2,3,1421211,9275100,10696311,24,0.089527,0.170674,0.00002,31,841,17
58640,1,1,2,6654803,6654803,13309606,23,0.09,0.166746,0.000014,31,840,17
1577,1,1,2,6654803,6654803,13309606,22,0.095238,0.180782,0.000016,31,839,17
84551,1,2,3,6654803,9406288,16061091,21,0.101215,0.210481,0.000019,31,838,17
97738,1,1,2,6654803,6654803,13309606,20,0.103604,0.190481,0.00002,31,837,17
92460,1,1,2,6654803,6654803,13309606,19,0.110553,0.210503,0.000022,31,836,17
6599,1,2,3,6654803,6875616,13530419,18,0.118644,0.253735,0.000024,31,835,17
32997,1,1,2,6654803,6654803,13309606,17,0.116129,0.218864,0.000023,31,834,17
57384,2,2,4,13505398,13505398,27010796,16,0.124088,0.25769,0.000034,31,833,17
42460,1,1,2,6654803,6654803,13309606,15,0.125,0.221215,0.000032,31,832,17
32346,2,1,3,6881498,6654803,13536301,14,0.133333,0.232254,0.000034,31,831,17
26734,1,1,2,6654803,6654803,13309606,13,0.142857,0.244626,0.000033,31,830,17
78224,1,1,2,6654803,6654803,13309606,12,0.153846,0.258601,0.000032,31,829,17
64582,1,1,2,6654803,6654803,13309606,11,0.166667,0.274534,0.000031,31,828,17
57711,1,1,2,6654803,6654803,13309606,10,0.181818,0.292897,0.000029,31,827,17
89866,1,1,2,6654803,6654803,13309606,9,0.2,0.31433,0.000027,31,826,17
9408,1,1,2,6654803,6654803,13309606,8,0.222222,0.339732,0.000025,31,825,17
47099,1,1,2,6654803,6654803,13309606,7,0.25,0.370408,0.000023,31,824,17
28292,1,1,2,6654803,6654803,13309606,6,0.285714,0.408333,0.00002,31,823,17
24583,1,1,2,6654803,6654803,13309606,5,0.333333,0.456667,0.000018,31,822,17
94580,1,1,2,6654803,6654803,13309606,4,0.4,0.520833,0.000015,31,821,17
98137,1,1,2,6654803,6654803,13309606,3,0.5,0.611111,0.000011,31,820,17
52566,1,1,2,6654803,6654803,13309606,2,0.666667,0.75,0.000008,31,819,17
8509,1,1,2,6654803,6654803,13309606,1,1,1,0.000004,31,818,17
82804,1,0,1,6654803,0,6654803,0,0,0,0,31,817,17
61330,0,1,1,0,7012527,7012527,11,0.166667,0.274534,0,32,853,18
80052,1,1,2,7012527,7012527,14025054,10,0.181818,0.292897,0.000001,32,852,18
52054,1,1,2,7012527,7012527,14025054,9,0.2,0.31433,0.000002,32,851,18
75252,2,1,3,7236884,7012527,14249411,8,0.222222,0.339732,0.000005,32,850,18
94658,1,1,2,7012527,7012527,14025054,7,0.25,0.370408,0.000005,32,849,18
29555,1,1,2,7012527,7012527,14025054,6,0.285714,0.408333,0.000005,32,848,18
83209,1,1,2,7012527,7012527,14025054,5,0.333333,0.456667,0.000005,32,847,18
25531,1,1,2,7012527,7012527,14025054,4,0.4,0.520833,0.000005,32,846,18
37485,1,1,2,7012527,7012527,14025054,3,0.5,0.611111,0.000004,32,845,18
52245,1,1,2,7012527,7012527,14025054,2,0.666667,0.75,0.000003,32,844,18
27205,1,1,2,7012527,7012527,14025054,1,1,1,0.000002,32,843,18
7012,1,0,1,7012527,0,7012527,0,0,0,0,32,842,18
34166,0,1,1,0,6763814,6763814,5,0.275862,0.366667,0,33,862,308
99897,1,1,2,6763814,6763814,13527628,4,0.333333,0.416667,0.000001,33,861,308
90762,1,1,2,6763814,6763814,13527628,3,0.428571,0.5,0.000002,33,860,308
94652,1,2,3,6763814,8159101,14922915,2,0.625,0.7,0.000002,33,859,308
294,1,1,2,6763814,6763814,13527628,1,1,1,0.000001,33,858,308
42293,1,0,1,6763814,0,6763814,0,0,0,0,33,857,308
57833,0,3,3,0,10721354,10721354,24,0.084375,0.215982,0,31,890,19
5702,1,1,2,5815280,5815280,11630560,23,0.081911,0.158046,0.000003,31,889,19
65057,1,1,2,5815280,5815280,11630560,22,0.085502,0.163188,0.000006,31,888,19
8971,1,1,2,5815280,5815280,11630560,21,0.089431,0.168728,0.000008,31,887,19
71695,1,1,2,5815280,5815280,11630560,20,0.09375,0.174722,0.000011,31,886,19
40056,1,1,2,5815280,5815280,11630560,19,0.098522,0.181233,0.000013,31,885,19
65904,1,1,2,5815280,5815280,11630560,18,0.103825,0.188339,0.000014,31,884,19
38537,1,1,2,5815280,5815280,11630560,17,0.109756,0.196137,0.000016,31,883,19
93771,1,1,2,5815280,5815280,11630560,16,0.116438,0.204749,0.000017,31,882,19
48889,1,1,2,5815280,5815280,11630560,15,0.124031,0.214334,0.000018,31,881,19
37799,1,1,2,5815280,5815280,11630560,14,0.132743,0.225104,0.000019,31,880,19
78632,1,1,2,5815280,5815280,11630560,13,0.142857,0.237356,0.000019,31,879,19
66144,1,1,2,5815280,5815280,11630560,12,0.154762,0.251529,0.00002,31,878,19
55902,1,1,2,5815280,5815280,11630560,11,0.169014,0.268323,0.00002,31,877,19
46192,1,1,2,5815280,5815280,11630560,10,0.186441,0.288997,0.000019,31,876,19
92695,1,1,2,5815280,5815280,11630560,9,0.208333,0.31623,0.000019,31,875,19
9761,1,1,2,5815280,5815280,11630560,8,0.236842,0.35754,0.000018,31,874,19
73630,2,2,4,8384072,6816004,15200076,7,0.275862,0.449107,0.000037,31,873,19
79987,1,1,2,5815280,5815280,11630560,6,0.285714,0.408333,0.000029,31,872,19
9368,1,1,2,5815280,5815280,11630560,5,0.333333,0.456667,0.000025,31,871,19
88486,1,1,2,5815280,5815280,11630560,4,0.4,0.520833,0.00002,31,870,19
66606,1,1,2,5815280,5815280,11630560,3,0.5,0.611111,0.000016,31,869,19
35053,2,1,3,8202032,5815280,14017312,2,0.666667,0.75,0.000011,31,868,19
50985,1,1,2,5815280,5815280,11630560,1,1,1,0.000006,31,867,19
88714,1,0,1,5815280,0,5815280,0,0,0,0,31,866,19
95835,0,1,1,0,7952497,7952497,5,0.333333,0.456667,0,34,896,20
53518,1,1,2,7952497,7952497,15904994,4,0.4,0.520833,0.000001,34,895,20
60865,1,1,2,7952497,7952497,15904994,3,0.5,0.611111,0.000001,34,894,20
67506,1,1,2,7952497,7952497,15904994,2,0.666667,0.75,0.000001,34,893,20
41341,2,1,3,9433763,7952497,17386260,1,1,1,0.000001,34,892,20
25679,1,0,1,7952497,0,7952497,0,0,0,0,34,891,20
3961,0,2,2,0,11820496,11820496,20,0.101852,0.218079,0,31,901,17
76162,1,1,2,6850595,6850595,13701190,19,0.103093,0.189887,0.000003,31,900,17
71574,1,1,2,6850595,6850595,13701190,18,0.109195,0.201497,0.000005,31,899,17
67662,2,1,3,11536757,6850595,18387352,17,0.116129,0.218864,0.000009,31,898,17
90524,1,0,1,6850595,0,6850595,0,0,0,0,31,816,17
