typeofaction,sourceid,destinationid,amountofmoney,date,isfraud,typeoffraud
cash-in,27507,80925,1262145,2019-06-11 13:30:00,0,none
cash-in,23347,54049,980693,2019-07-16 14:10:00,0,none
cash-in,29492,43138,1335905,2019-06-18 10:42:00,0,none
cash-in,39266,82238,2405323,2019-04-08 13:24:00,0,none
cash-in,94234,25797,1735501,2019-03-24 08:41:00,0,none
cash-in,61010,28003,4708816,2019-07-18 14:14:00,0,none
cash-in,95582,96373,5458852,2019-04-17 14:58:00,0,none
cash-in,97892,34278,6194378,2019-03-07 10:14:00,0,none
cash-in,12652,94211,5644467,2019-03-05 11:30:00,0,none
cash-in,51792,52614,567299,2019-05-08 08:51:00,0,none
cash-in,29947,29996,1153116,2019-03-11 14:45:00,0,none
cash-in,18803,7426,6375559,2019-04-13 11:58:00,0,none
cash-in,31287,85814,266502,2019-05-19 11:30:00,0,none
cash-in,16409,32349,4478012,2019-04-22 11:58:00,0,none
cash-in,33979,40273,1030238,2019-06-01 10:20:00,0,none
cash-in,93407,56028,3478319,2019-07-19 14:07:00,0,none
cash-in,70010,37329,4813926,2019-05-11 14:30:00,0,none
cash-in,66916,54497,3424435,2019-05-09 08:55:00,0,none
cash-in,62348,17345,6421415,2019-06-05 12:11:00,0,none
cash-in,93710,45806,3012335,2019-06-03 13:02:00,0,none
cash-in,35086,36839,4266693,2019-03-02 09:32:00,0,none
cash-in,45526,18743,395032,2019-05-25 13:49:00,0,none
cash-in,99751,17283,6139986,2019-06-24 09:45:00,0,none
cash-in,5499,88631,3152907,2019-05-01 12:40:00,0,none
cash-in,86622,61158,5748999,2019-03-16 12:01:00,0,none
cash-in,94485,13021,6403504,2019-05-23 11:56:00,0,none
cash-in,63307,35542,6360313,2019-03-29 09:36:00,0,none
cash-in,95376,59438,5072865,2019-06-19 09:00:00,0,none
cash-in,86807,13105,4582171,2019-04-03 14:41:00,0,none
cash-in,88920,71196,2059672,2019-05-07 15:46:00,0,none
cash-in,334,28048,4628330,2019-07-03 12:28:00,0,none
cash-in,17447,12872,1797725,2019-03-04 09:12:00,0,none
cash-in,98282,7583,1218243,2019-05-11 10:38:00,0,none
cash-in,31654,50710,3368585,2019-03-19 08:50:00,0,none
cash-in,11850,55033,4040477,2019-03-12 09:47:00,0,none
cash-in,93901,10853,2387903,2019-07-02 08:15:00,0,none
cash-in,32093,32298,2529811,2019-06-06 11:29:00,0,none
cash-in,58094,16511,737413,2019-02-27 15:48:00,0,none
cash-in,7480,80408,4973740,2019-06-14 10:30:00,0,none
cash-in,9700,51915,4234770,2019-03-22 12:13:00,0,none
cash-in,1841,83673,99015,2019-04-01 09:41:00,0,none
cash-in,9841,832,5185606,2019-07-02 08:15:00,0,none
cash-in,41634,98596,2262363,2019-05-25 12:23:00,0,none
cash-in,2476,92988,4942500,2019-04-15 12:35:00,0,none
cash-in,6380,80401,630852,2019-06-12 09:59:00,0,none
cash-in,45330,42228,5622169,2019-07-12 10:46:00,0,none
cash-in,47807,45676,3597983,2019-04-05 14:49:00,0,none
cash-in,52358,10910,270079,2019-05-19 13:55:00,0,none
cash-in,45465,7187,5102151,2019-06-23 15:27:00,0,none
cash-in,12533,90499,716889,2019-07-06 14:32:00,0,none
cash-in,83100,3425,5940457,2019-07-16 08:58:00,0,none
cash-in,62379,26827,3083877,2019-05-04 11:41:00,0,none
cash-in,23867,33114,1013817,2019-06-11 10:02:00,0,none
cash-in,1683,96773,6468847,2019-06-02 11:29:00,0,none
cash-in,99938,85146,68412,2019-03-20 12:32:00,0,none
cash-in,60976,5502,5902402,2019-06-18 10:31:00,0,none
cash-in,96739,93138,6708425,2019-05-31 14:51:00,0,none
cash-in,41277,41940,2814402,2019-05-09 14:30:00,0,none
cash-in,18561,99227,144129,2019-06-05 13:56:00,0,none
cash-in,74876,82022,2086414,2019-03-13 11:01:00,0,none
cash-in,11942,44430,4085522,2019-06-11 13:44:00,0,none
cash-in,22427,58899,4687751,2019-03-31 15:14:00,0,none
cash-in,66575,48350,205063,2019-05-17 08:37:00,0,none
cash-in,48345,52387,6423218,2019-04-25 14:45:00,0,none
cash-in,68313,41261,6820416,2019-06-06 12:15:00,0,none
cash-in,71399,97607,2854607,2019-05-25 09:42:00,0,none
cash-in,29367,65274,6525482,2019-03-12 10:21:00,0,none
cash-in,86475,57603,4987131,2019-06-09 09:15:00,0,none
cash-in,67051,427,6696099,2019-03-19 09:17:00,0,none
cash-in,4944,15821,2326034,2019-06-14 13:32:00,0,none
cash-in,86515,54356,3994096,2019-02-25 12:14:00,0,none
cash-in,94865,71432,2717636,2019-02-26 08:42:00,0,none
cash-in,21769,2665,1192521,2019-06-26 12:45:00,0,none
cash-in,37691,91694,1850652,2019-07-05 09:12:00,0,none
cash-in,15889,77721,3574931,2019-04-12 12:33:00,0,none
cash-in,20300,67339,3617276,2019-05-07 12:37:00,0,none
cash-in,6619,22080,1331102,2019-06-09 12:42:00,0,none
cash-in,16037,21259,2686780,2019-03-06 15:33:00,0,none
cash-in,63509,26706,2002309,2019-03-25 08:34:00,0,none
cash-in,78648,26058,4421742,2019-07-01 09:14:00,0,none
cash-in,38478,38565,2399232,2019-03-13 09:40:00,0,none
cash-in,78997,4416,4607528,2019-04-15 13:23:00,0,none
cash-in,22294,24762,4452946,2019-06-19 09:25:00,0,none
cash-in,43819,80863,5178847,2019-04-17 15:11:00,0,none
cash-in,34757,15632,4710952,2019-04-15 10:59:00,0,none
cash-in,35516,18230,4371863,2019-03-12 14:50:00,0,none
cash-in,63240,77225,4757853,2019-03-22 08:44:00,0,none
cash-in,57731,1811,5955243,2019-03-14 10:49:00,0,none
cash-in,21507,13013,6434292,2019-04-03 13:58:00,0,none
cash-in,80394,19157,3576233,2019-05-17 09:04:00,0,none
cash-in,31696,66443,3261600,2019-07-06 13:34:00,0,none
cash-in,5442,92022,4287159,2019-03-03 10:39:00,0,none
cash-in,54513,40291,3355181,2019-05-29 15:19:00,0,none
cash-in,45772,24950,131219,2019-06-14 15:09:00,0,none
cash-in,89256,86888,2167974,2019-03-22 13:16:00,0,none
cash-in,33769,56431,917735,2019-06-28 11:52:00,0,none
cash-in,44595,51089,4928819,2019-06-05 08:10:00,0,none
cash-in,92103,29315,3107620,2019-06-14 08:59:00,0,none
cash-in,84299,14151,543216,2019-03-19 09:42:00,0,none
cash-in,18125,52747,5074243,2019-04-04 10:56:00,0,none
cash-in,47071,72753,3768592,2019-04-17 12:25:00,0,none
cash-in,67019,21135,2934138,2019-07-05 11:53:00,0,none
cash-in,34941,3332,2347046,2019-05-15 12:59:00,0,none
cash-in,27986,76031,5280855,2019-02-23 13:05:00,0,none
cash-in,32822,99632,2623132,2019-04-20 14:31:00,0,none
cash-in,82008,92672,3111675,2019-05-09 10:18:00,0,none
cash-in,42627,30509,2608003,2019-07-12 09:26:00,0,none
cash-in,86479,69414,4880488,2019-05-03 08:27:00,0,none
cash-in,1895,66200,592123,2019-05-31 12:44:00,0,none
cash-in,48135,93608,6442557,2019-07-13 12:38:00,0,none
cash-in,93228,66160,5370378,2019-04-07 10:27:00,0,none
cash-in,48423,22491,4616652,2019-04-07 12:26:00,0,none
cash-in,15335,48518,631415,2019-04-14 13:13:00,0,none
cash-in,38256,18166,4166313,2019-04-05 12:05:00,0,none
cash-in,83611,93313,4979620,2019-03-03 10:03:00,0,none
cash-in,71371,53821,5279346,2019-06-06 11:07:00,0,none
cash-in,36856,28476,3090646,2019-04-22 11:08:00,0,none
cash-in,42005,6034,4714192,2019-04-05 15:27:00,0,none
cash-in,93017,27061,3935548,2019-04-29 11:23:00,0,none
cash-in,76155,96092,1435180,2019-07-07 13:13:00,0,none
cash-in,54787,35133,519708,2019-05-09 09:07:00,0,none
cash-in,50094,90993,5189387,2019-07-03 12:16:00,0,none
cash-in,32142,38108,3316517,2019-02-20 14:45:00,0,none
cash-in,50341,82940,3754021,2019-02-24 08:11:00,0,none
cash-in,4470,84461,2596920,2019-03-30 14:16:00,0,none
cash-in,5396,23417,316393,2019-07-16 15:28:00,0,none
cash-in,95201,4542,5104924,2019-07-09 09:30:00,0,none
cash-in,11699,93579,2987751,2019-06-13 11:30:00,0,none
cash-in,72763,23600,5913611,2019-06-27 14:04:00,0,none
cash-in,20909,39331,5760785,2019-05-24 10:24:00,0,none
cash-in,29594,62188,5549084,2019-06-26 15:41:00,0,none
cash-in,58105,16569,4569024,2019-06-12 15:56:00,0,none
cash-in,66704,95558,2826744,2019-03-17 10:02:00,0,none
cash-in,1897,24338,1642372,2019-05-11 15:30:00,0,none
cash-in,55923,56983,5400135,2019-04-08 11:34:00,0,none
cash-in,36246,84211,572349,2019-07-15 10:55:00,0,none
cash-in,86178,78562,4056756,2019-04-25 10:48:00,0,none
cash-in,2476,85333,1824805,2019-06-02 11:08:00,0,none
cash-in,72995,80260,4129042,2019-03-17 12:14:00,0,none
cash-in,12870,70402,535208,2019-07-16 08:47:00,0,none
cash-in,10859,48510,5544956,2019-03-25 10:21:00,0,none
cash-in,78139,25401,1684039,2019-07-17 10:25:00,0,none
cash-in,33855,95164,4027140,2019-03-29 13:25:00,0,none
cash-in,6727,58630,6455691,2019-06-08 09:32:00,0,none
cash-in,21533,40003,3621697,2019-03-26 14:08:00,0,none
cash-in,83352,25201,1111902,2019-03-05 10:58:00,0,none
cash-in,36106,23286,3640278,2019-03-01 12:56:00,0,none
cash-in,62714,67579,3633901,2019-03-08 09:15:00,0,none
cash-in,84426,60595,2757093,2019-06-15 14:01:00,0,none
cash-in,87486,55111,860940,2019-03-03 15:56:00,0,none
cash-in,79037,61076,5433625,2019-06-17 15:54:00,0,none
cash-in,65197,5746,2844407,2019-07-12 15:13:00,0,none
cash-in,13594,64373,2093588,2019-06-27 08:48:00,0,none
cash-in,65883,24748,867977,2019-07-10 09:19:00,0,none
cash-in,25929,17258,4497752,2019-06-06 12:00:00,0,none
cash-in,48309,87296,3058326,2019-06-27 11:03:00,0,none
cash-in,91306,77046,5823140,2019-03-30 15:48:00,0,none
cash-in,11525,75209,6465639,2019-03-21 09:59:00,0,none
cash-in,84215,63021,1232548,2019-04-21 12:32:00,0,none
cash-in,76718,42277,1736416,2019-04-22 15:09:00,0,none
cash-in,20051,87338,3874713,2019-04-26 10:33:00,0,none
cash-in,69988,11091,5959298,2019-07-16 14:44:00,0,none
cash-in,66379,60426,4227321,2019-02-27 08:08:00,0,none
cash-in,78243,24444,3418208,2019-07-13 09:19:00,0,none
cash-in,29763,17266,3405797,2019-06-11 08:59:00,0,none
cash-in,87164,87335,447595,2019-06-05 12:40:00,0,none
cash-in,65823,39370,3837109,2019-05-09 10:01:00,0,none
cash-in,4113,85486,2269971,2019-03-01 12:41:00,0,none
cash-in,45407,94679,6819592,2019-04-14 10:35:00,0,none
cash-in,33189,58513,4034093,2019-03-02 10:03:00,0,none
cash-in,24009,99360,1784913,2019-05-01 08:25:00,0,none
cash-in,8581,27487,1349463,2019-07-01 08:32:00,0,none
cash-in,70889,36540,3453599,2019-05-07 14:14:00,0,none
cash-in,349,6966,3750180,2019-06-07 11:12:00,0,none
cash-in,72130,26194,3816892,2019-05-02 11:52:00,0,none
cash-in,14057,33935,611056,2019-05-02 14:13:00,0,none
cash-in,1646,87331,112917,2019-06-02 09:52:00,0,none
cash-in,82959,5634,3291373,2019-04-16 11:44:00,0,none
cash-in,97278,9091,1898417,2019-06-15 10:30:00,0,none
cash-in,69663,51624,3530283,2019-05-19 11:13:00,0,none
cash-in,35511,75542,448910,2019-07-06 12:58:00,0,none
cash-in,32042,72317,5712794,2019-05-10 09:16:00,0,none
cash-in,81273,46402,2936526,2019-04-14 14:58:00,0,none
cash-in,82705,31310,514418,2019-03-06 12:30:00,0,none
cash-in,64028,27444,646119,2019-03-07 11:50:00,0,none
cash-in,33718,69566,670391,2019-07-01 08:03:00,0,none
cash-in,52088,41176,2181996,2019-04-12 09:57:00,0,none
cash-in,45294,6199,5959988,2019-05-27 10:35:00,0,none
cash-in,17576,83939,185456,2019-02-24 11:21:00,0,none
cash-in,70010,38565,6878958,2019-05-22 15:32:00,0,none
cash-in,11699,832,1702403,2019-06-30 13:38:00,0,none
cash-in,33769,60595,5126204,2019-03-28 11:45:00,0,none
cash-in,41634,76031,1853925,2019-07-17 08:05:00,0,none
cash-in,11525,15632,4972373,2019-04-28 15:48:00,0,none
cash-in,93710,36856,4440241,2019-04-17 15:46:00,0,none
cash-in,1683,11620,3606548,2019-04-21 15:50:00,0,none
cash-in,1895,42005,4855182,2019-06-08 14:13:00,0,none
cash-in,86807,29492,4397517,2019-03-17 12:54:00,0,none
cash-in,63307,35511,2071229,2019-05-01 12:32:00,0,none
cash-in,39370,21533,2001168,2019-06-17 15:27:00,0,none
cash-in,99632,32042,1589935,2019-06-07 12:20:00,0,none
cash-in,99632,7480,2892068,2019-03-26 12:28:00,0,none
cash-in,55033,55923,3405904,2019-07-16 12:13:00,0,none
cash-in,87338,16037,6063558,2019-06-26 12:39:00,0,none
cash-in,82940,10853,262460,2019-05-16 11:02:00,0,none
cash-in,45806,15632,1796475,2019-04-19 08:54:00,0,none
cash-in,93579,18166,624864,2019-06-20 09:11:00,0,none
cash-in,15632,35133,1244016,2019-07-16 12:16:00,0,none
cash-in,83939,18230,1268221,2019-05-23 13:10:00,0,none
cash-in,41819,31439,4007857,2019-03-12 09:44:00,0,none
cash-in,30509,43439,5384694,2019-04-19 15:37:00,0,none
cash-in,36839,30965,4588859,2019-06-29 11:36:00,0,none
cash-in,36839,37177,1296433,2019-07-13 13:43:00,0,none
cash-in,80401,43439,5255938,2019-04-10 14:56:00,0,none
cash-in,11620,82688,3529488,2019-05-05 09:38:00,0,none
cash-in,45772,82410,4040534,2019-05-05 13:30:00,0,none
cash-in,17447,75076,4128552,2019-06-25 09:38:00,0,none
cash-in,62348,30105,6306849,2019-06-02 08:23:00,0,none
cash-in,79037,41220,5901524,2019-06-01 08:33:00,0,none
cash-in,93608,60094,1224808,2019-03-22 13:31:00,0,none
cash-in,60595,7806,6715748,2019-06-17 10:59:00,0,none
cash-in,80925,16595,4775669,2019-06-17 14:53:00,0,none
cash-in,23417,34544,3840604,2019-03-30 13:31:00,0,none
cash-in,94211,90146,2609475,2019-03-26 14:23:00,0,none
cash-in,52358,70742,4069285,2019-05-04 12:46:00,0,none
cash-in,82008,16524,6419065,2019-02-26 10:29:00,0,none
cash-in,62348,70964,5612589,2019-03-22 11:29:00,0,none
cash-in,1841,71167,2106105,2019-04-30 09:25:00,0,none
cash-in,6727,23494,2724504,2019-03-01 13:19:00,0,none
cash-in,21254,33855,3135930,2019-04-12 11:31:00,0,none
cash-in,21955,20300,2808503,2019-05-19 08:11:00,0,none
cash-in,3092,22427,1145624,2019-07-13 08:19:00,0,none
cash-in,18626,29492,4629576,2019-06-02 13:21:00,0,none
cash-in,16595,41370,5178964,2019-05-25 12:33:00,0,none
cash-in,76026,62188,5217932,2019-04-22 11:14:00,0,none
cash-in,8056,50710,3174284,2019-07-05 14:32:00,0,none
cash-in,88645,17283,93827,2019-04-29 09:41:00,0,none
cash-in,39060,29315,5993255,2019-06-10 15:46:00,0,none
cash-in,7038,83673,2052036,2019-04-17 13:16:00,0,none
cash-in,4161,18561,6875557,2019-04-16 09:29:00,0,none
cash-in,37177,27986,2306338,2019-05-26 15:56:00,0,none
cash-in,82930,39266,6445058,2019-05-03 12:37:00,0,none
cash-in,82688,63240,959936,2019-04-15 08:32:00,0,none
cash-in,82930,18125,1977604,2019-05-09 13:41:00,0,none
cash-in,82930,21135,359943,2019-04-29 12:05:00,0,none
cash-in,71475,52387,2218230,2019-05-02 14:56:00,0,none
cash-in,30965,51446,4268081,2019-07-04 13:59:00,0,none
cash-in,31439,96773,3367443,2019-04-04 09:01:00,0,none
cash-in,82930,52747,3380428,2019-06-01 15:38:00,0,none
cash-in,27283,77879,328738,2019-05-22 13:42:00,0,none
cash-in,27283,84171,328738,2019-05-10 13:07:00,0,none
cash-in,27283,88291,328738,2019-06-29 09:45:00,0,none
cash-in,27283,69374,328738,2019-04-18 10:43:00,0,none
cash-in,27283,40542,328738,2019-04-20 15:31:00,0,none
cash-in,27283,15631,328738,2019-05-12 08:59:00,0,none
cash-in,27283,79182,328738,2019-04-04 08:37:00,0,none
cash-in,27283,42325,328738,2019-02-25 10:30:00,0,none
cash-in,27283,30617,328738,2019-06-10 12:55:00,0,none
cash-in,27283,699,328738,2019-02-20 13:29:00,0,none
cash-in,27283,25903,328738,2019-04-30 13:41:00,0,none
cash-in,27283,200,328738,2019-04-10 14:51:00,0,none
cash-in,27283,66844,328739,2019-02-21 09:35:00,0,none
cash-in,27283,32925,328739,2019-05-16 09:50:00,0,none
cash-in,27283,12802,328739,2019-07-14 11:38:00,0,none
cash-in,27283,62007,328739,2019-04-12 09:28:00,0,none
cash-in,96057,62983,170114,2019-05-16 09:42:00,0,none
cash-in,96057,92703,170114,2019-06-15 13:10:00,0,none
cash-in,96057,84145,170114,2019-05-04 11:30:00,0,none
cash-in,96057,53361,170114,2019-06-09 10:25:00,0,none
cash-in,96057,26494,170114,2019-07-07 12:28:00,0,none
cash-in,96057,50151,170114,2019-07-07 14:43:00,0,none
cash-in,96057,1503,170114,2019-05-22 13:01:00,0,none
cash-in,96057,79367,170114,2019-04-22 12:10:00,0,none
cash-in,96057,98815,170114,2019-04-26 09:27:00,0,none
cash-in,96057,99099,170114,2019-03-09 11:45:00,0,none
cash-in,96057,2474,170114,2019-06-15 11:19:00,0,none
cash-in,96057,58010,170114,2019-07-13 13:47:00,0,none
cash-in,96057,22745,170114,2019-05-29 12:18:00,0,none
cash-in,96057,71784,170114,2019-04-17 13:11:00,0,none
cash-in,96057,90078,170114,2019-04-02 14:19:00,0,none
cash-in,96057,65929,170115,2019-04-27 13:14:00,0,none
cash-in,96057,78784,170115,2019-06-15 12:27:00,0,none
cash-in,96057,94776,170115,2019-05-09 15:24:00,0,none
cash-in,96057,53,170115,2019-07-06 15:23:00,0,none
cash-in,96057,99829,170115,2019-03-16 13:44:00,0,none
cash-in,96057,12859,170115,2019-06-29 15:57:00,0,none
cash-in,96057,60127,170115,2019-03-14 13:55:00,0,none
cash-in,96057,80879,170115,2019-04-28 13:33:00,0,none
cash-in,96057,63401,170115,2019-04-21 09:44:00,0,none
cash-in,96057,18465,170115,2019-04-08 11:16:00,0,none
cash-in,96057,67171,170115,2019-03-10 10:14:00,0,none
cash-in,19104,30226,44893,2019-04-05 13:29:00,0,none
cash-in,19104,45136,44893,2019-07-06 15:10:00,0,none
cash-in,19104,51392,44893,2019-05-10 15:16:00,0,none
cash-in,19104,38543,44893,2019-03-07 13:28:00,0,none
cash-in,19104,78726,44893,2019-05-23 11:12:00,0,none
cash-in,19104,48379,44893,2019-03-24 13:35:00,0,none
cash-in,19104,25355,44893,2019-05-15 09:48:00,0,none
cash-in,19104,97525,44893,2019-04-02 12:29:00,0,none
cash-in,19104,35911,44893,2019-04-27 12:40:00,0,none
cash-in,19104,56102,44893,2019-04-25 13:16:00,0,none
cash-in,19104,61426,44893,2019-05-08 15:53:00,0,none
cash-in,19104,64427,44894,2019-04-13 12:29:00,0,none
cash-in,8550,5807,275217,2019-06-15 15:08:00,0,none
cash-in,8550,6886,275217,2019-04-18 12:36:00,0,none
cash-in,8550,43462,275217,2019-04-20 10:42:00,0,none
cash-in,8550,32084,275217,2019-03-17 13:52:00,0,none
cash-in,8550,91241,275217,2019-04-21 10:58:00,0,none
cash-in,8550,59526,275217,2019-03-15 11:48:00,0,none
cash-in,8550,90174,275217,2019-05-04 09:14:00,0,none
cash-in,8550,66241,275217,2019-05-22 15:59:00,0,none
cash-in,8550,71916,275217,2019-06-23 15:38:00,0,none
cash-in,8550,35146,275217,2019-05-03 09:25:00,0,none
cash-in,8550,97122,275217,2019-07-18 10:01:00,0,none
cash-in,8550,562,275217,2019-07-03 11:02:00,0,none
cash-in,8550,9064,275217,2019-03-12 09:01:00,0,none
cash-in,8550,87178,275217,2019-04-12 15:24:00,0,none
cash-in,8550,90066,275217,2019-06-22 09:20:00,0,none
cash-in,8550,98551,275217,2019-05-29 14:08:00,0,none
cash-in,8550,53029,275217,2019-06-03 13:08:00,0,none
cash-in,8550,93401,275217,2019-07-18 12:07:00,0,none
cash-in,8550,28645,275217,2019-03-13 14:21:00,0,none
cash-in,8550,58183,275217,2019-06-10 11:26:00,0,none
cash-in,49153,20352,267793,2019-04-15 13:24:00,0,none
cash-in,49153,86005,267794,2019-06-02 08:23:00,0,none
cash-in,49153,52923,267794,2019-03-23 12:34:00,0,none
