source,target,transaction,weight
49635,42168,1,226479
49822,59470,1,335914
49846,85016,1,4022893
49879,59470,1,335915
49896,66893,1,3751326
50028,56742,1,5523379
50094,90993,1,5189387
50177,94708,1,5523379
50275,86903,1,215499
50275,96135,1,3270858
50341,82940,1,3754021
50457,41618,1,1416689
50560,94670,1,376890
50574,83988,1,268782
50625,77952,1,288957
50648,67134,1,7474036
50700,46668,1,2876429
50729,90209,1,7621775
50842,90946,1,222032
50866,62749,1,5523379
50985,88714,1,5815280
51016,77952,1,288957
51093,59357,1,4755809
51196,92222,1,7525659
51273,86903,1,215499
51395,45408,1,997049
51413,51492,1,7259213
51492,67532,1,7259213
51514,95498,1,281506
51575,78164,1,6615328
51626,12781,1,5004735
51673,65837,1,6352694
51713,61936,1,6352694
51792,52614,1,567299
51853,77952,1,288956
51905,83520,1,7042628
51916,18941,1,386526
51984,35270,1,335249
51985,90802,1,5820894
52054,75252,1,7012527
52083,94670,1,376890
52088,41176,1,2181996
52096,83790,1,274713
52112,42168,1,226479
52245,27205,1,7012527
52291,2372,1,4614042
52358,10910,1,270079
52358,70742,1,4069285
52383,31163,1,363046
52430,73055,1,361845
52483,76267,1,6421783
52554,56808,1,1894680
52554,67662,1,4686162
52566,8509,1,6654803
52661,83988,1,268782
52672,78424,1,4387938
52697,94670,1,376890
52734,74713,1,1310437
52808,29728,1,3287533
52830,18941,1,386525
52890,61346,1,288350
53075,63910,1,1579099
53075,82494,1,1833878
53077,91771,1,4635498
53113,61346,1,288350
53121,42168,1,226479
53219,86903,1,215499
53222,77434,1,4825224
53222,95692,1,4689476
53268,17534,1,1840788
53465,19795,1,3975419
53518,60865,1,7952497
53540,43793,1,106907
53589,61346,1,288350
53924,83988,1,268782
53935,467,1,1176907
53999,95498,1,281506
54048,90946,1,222032
54093,94808,1,1507304
54119,97966,1,6421783
54151,44075,1,5806795
54161,17918,1,602950
54367,31610,1,5004735
54418,83988,1,268782
54421,71902,1,7259213
54477,3329,1,422088
54513,40291,1,3355181
54587,94670,1,376890
54784,62556,1,13332
54787,35133,1,519708
54988,88062,1,5004735
55033,55923,1,3405904
55033,86948,1,7621775
55072,41461,1,2686717
55321,35270,1,335249
55340,43793,1,106906
55403,21474,1,5806795
55419,86550,1,3503270
55468,4017,1,6937925
55499,37773,1,7474036
55646,86023,1,5806795
55694,19022,1,4387938
55717,91892,1,2497750
55735,81463,1,5505135
55838,13410,1,7422956
55870,17530,1,1886673
55884,15913,1,5820894
55902,46192,1,5815280
55920,86903,1,215500
55923,56983,1,5400135
55955,2389,1,2311680
56185,32420,1,7422956
56249,95498,1,281506
56410,83790,1,274713
56458,22341,1,7013498
56477,3329,1,422088
56503,12445,1,7525659
56626,94670,1,376890
56678,77952,1,288956
56721,33784,1,6615328
56742,1366,1,5523379
56749,87541,1,3786723
56788,52825,1,3521582
56874,74713,1,1310437
56885,83988,1,268781
57087,13293,1,4214863
57246,4129,1,192967
57246,73055,1,361846
57336,91016,1,4389484
57355,23333,1,5820894
57361,44441,1,3589333
57365,13814,1,1534832
57384,42460,1,6654803
57384,90524,1,6850595
57428,55403,1,5806795
57489,39651,1,4729468
57711,89866,1,6654803
57731,1811,1,5955243
57738,14685,1,1891929
57768,9810,1,6352694
57768,36703,1,3196628
57768,36973,1,685247
57816,70882,1,4369196
57832,82169,1,5523379
57833,1257,1,2333678
57833,5702,1,5815280
57833,66341,1,2572396
57896,77508,1,445249
57913,43793,1,106907
57938,41703,1,6738027
57980,31163,1,363046
58026,6477,1,518689
58094,16511,1,737413
58105,16569,1,4569024
58107,95867,1,6937925
58314,96855,1,6944610
58428,83790,1,274712
58473,86839,1,478195
58492,77508,1,445248
58513,31174,1,1115815
58557,83988,1,268782
58609,89131,1,349001
58640,1577,1,6654803
58669,83790,1,274713
58819,55033,1,7621775
58823,32382,1,248214
58854,74713,1,1310437
58869,6477,1,518689
58976,63592,1,625032
59014,39060,1,4339729
59047,75007,1,2691758
59135,50648,1,7474036
59142,18941,1,386526
59150,55884,1,5820894
59191,95498,1,420739
59201,38897,1,7525659
59359,95498,1,281506
59403,1787,1,4924244
59524,86839,1,478196
59544,34132,1,7130066
59605,89131,1,349001
59658,31163,1,363046
59712,33274,1,6944610
59772,91404,1,5004735
59800,42168,1,226479
59819,78494,1,671096
59829,91264,1,2118629
59891,83790,1,274713
59910,18263,1,5820894
59920,68262,1,123197
59982,87061,1,5505135
60285,4763,1,4387938
60346,77952,1,288956
60363,29297,1,7525659
60370,14943,1,525627
60514,14943,1,525627
60563,414,1,5983503
60595,7806,1,6715748
60635,79115,1,7881878
60661,95498,1,281506
60685,55758,1,2223761
60685,93590,1,7130066
60722,95498,1,281506
60795,16152,1,960781
60865,67506,1,7952497
60976,5502,1,5902402
61010,28003,1,4708816
61071,70912,1,1623705
61096,83515,1,1961744
61162,78998,1,3860332
61280,70824,1,7881878
61286,61346,1,288350
61320,11181,1,7130066
61330,80052,1,7012527
61346,37108,1,1797531
61399,35053,1,2386752
61399,46436,1,2511469
61453,99444,1,7042628
61611,83424,1,216045
61630,21022,1,1977151
61733,83790,1,274712
61737,43877,1,2543150
61774,31163,1,363046
61936,68283,1,6352694
61958,36703,1,3893725
62001,50177,1,5523379
62123,1008,1,7042628
62286,81909,1,6421783
62348,17345,1,6421415
62348,30105,1,6306849
62348,70964,1,5612589
62379,26827,1,3083877
62413,8657,1,5523379
62418,14943,1,525627
62587,18941,1,386526
62603,29110,1,1093747
62612,83206,1,3133830
62633,51413,1,7259213
62714,67579,1,3633901
62749,3912,1,5523379
62828,62413,1,5523379
62857,94670,1,376890
62981,11695,1,6493011
63097,90946,1,222031
63119,41122,1,6421783
63148,89382,1,7013498
63240,77225,1,4757853
63307,35511,1,2071229
63307,35542,1,6360313
63314,86903,1,215499
63326,70242,1,5972619
63384,28424,1,7130066
63409,79893,1,4329200
63412,62120,1,2491642
63442,73055,1,361846
63509,26706,1,2002309
63679,83790,1,274713
63730,77073,1,5268988
63802,73055,1,361845
63810,2842,1,4995108
63810,22306,1,5972619
64028,27444,1,646119
64072,92883,1,3384858
64186,59470,1,335914
64269,48051,1,7270189
64269,71803,1,4990689
64292,57951,1,2421810
64353,74713,1,1310436
64550,43793,1,106906
64582,57711,1,6654803
64654,65773,1,2241888
64716,61346,1,288350
64731,49412,1,3907096
64845,6477,1,518689
64868,99007,1,7621775
64872,53465,1,3310272
64890,85625,1,1985136
65014,59470,1,335914
65022,61591,1,4279178
65057,8971,1,5815280
65081,31163,1,363046
65118,85423,1,1395815
65145,96091,1,7621775
65175,2349,1,5004735
65179,95498,1,281506
65197,5746,1,2844407
65222,950,1,4524228
65222,14956,1,4180201
65351,51149,1,316129
65372,8719,1,5820894
65468,70267,1,5806795
65629,32079,1,4062317
65676,86839,1,478195
65693,41233,1,2682428
65809,18165,1,1342478
65823,39370,1,3837109
65837,26663,1,6352694
65883,24748,1,867977
65900,2041,1,1795938
65904,38537,1,5815280
65944,59470,1,335914
65997,98808,1,1546392
66144,55902,1,5815280
66175,17401,1,4369196
66252,52697,1,4558464
66349,89131,1,349001
66379,60426,1,4227321
66456,31163,1,363045
66494,90946,1,222031
66575,48350,1,205063
66595,11761,1,4646080
66606,35053,1,5815280
66658,90834,1,3015823
66674,57645,1,4969582
66704,95558,1,2826744
66713,8567,1,6944610
66755,18941,1,386526
66835,86903,1,215499
66897,87520,1,6421783
66916,54497,1,3424435
66923,95498,1,281507
66955,47361,1,7474036
66955,90279,1,3036683
67002,33148,1,1395815
67019,21135,1,2934138
67040,35270,1,335249
67051,427,1,6696099
67134,98434,1,7474036
67248,28046,1,328814
67272,18941,1,386526
67506,41341,1,7952497
67532,20238,1,7259213
67565,35270,1,335249
67570,32548,1,6937925
67573,21941,1,6738027
67662,57384,1,6850595
67817,86903,1,215499
67834,42168,1,226479
67950,90946,1,222032
68061,86839,1,478195
68239,51149,1,316128
68269,17819,1,7013498
68275,54367,1,5004735
68275,69285,1,4116948
68283,51673,1,6352694
68313,41261,1,6820416
68498,84418,1,869493
68506,71141,1,2990897
68625,17909,1,6615328
68720,97712,1,987796
68735,17156,1,4719144
68789,18165,1,1342478
68821,35270,1,335249
68889,35880,1,4440725
68889,49579,1,4996101
68940,8637,1,7013498
68974,76240,1,1612344
69085,83988,1,268782
69208,6897,1,372321
69208,7654,1,372321
69208,13633,1,372321
69208,21453,1,372321
69208,23494,1,372321
69208,24349,1,372321
69208,32455,1,372321
69208,38720,1,372321
69208,42627,1,372321
69208,42692,1,372321
69208,44409,1,372321
69208,48273,1,372322
69208,51077,1,372321
69208,51747,1,372321
69208,54010,1,372321
69208,55007,1,372321
69208,62050,1,372321
69208,66062,1,372321
69208,71259,1,372321
69208,85699,1,372321
69208,91032,1,372321
69208,94632,1,372321
69208,97637,1,372321
69208,98036,1,372321
69237,44868,1,4369196
69397,59470,1,335915
69425,71059,1,4711577
69425,99507,1,3429976
69445,77508,1,445249
69473,8950,1,2773272
69542,74761,1,7621775
69561,14678,1,69975
69642,67083,1,325449
69663,51624,1,3530283
69782,1906,1,5505135
69988,11091,1,5959298
70010,37329,1,4813926
70010,38565,1,6878958
70122,35926,1,3992582
70212,19597,1,7474036
70229,355,1,5820894
70242,418,1,2501184
70242,63810,1,5972619
70264,15287,1,2051059
70264,90843,1,4002311
70267,93794,1,5806795
70378,55162,1,1130773
70416,28046,1,328814
70436,2802,1,6944610
70504,58765,1,4629143
70504,58819,1,1123395
70669,42168,1,226479
70669,93815,1,1624827
70703,9987,1,652281
70731,41780,1,6944610
70732,68026,1,3099667
70734,69285,1,3715222
70749,78030,1,594522
70809,29444,1,1395815
70882,68179,1,4369196
70889,36540,1,3453599
70897,98417,1,5983503
70945,418,1,4827206
70960,42168,1,226479
71048,18941,1,386526
71059,77952,1,288957
71160,77508,1,445248
71215,78030,1,594523
71269,45201,1,3115424
71324,77952,1,288956
71371,53821,1,5279346
71399,97607,1,2854607
71475,8847,1,1002226
71475,10234,1,1002226
71475,34483,1,1002227
71475,50788,1,1002226
71475,52387,1,2218230
71475,54332,1,1002227
71475,72492,1,1002227
71475,75572,1,1002226
71486,77508,1,445248
71529,78030,1,594523
71574,67662,1,6850595
71595,68262,1,113273
71600,42168,1,226479
71687,95498,1,281507
71695,40056,1,5815280
71698,81522,1,3268260
71746,67214,1,4956106
71760,6225,1,4187465
71790,43732,1,4954692
71803,68468,1,1384956
71858,17627,1,3906096
71858,56531,1,878986
71881,10608,1,6493011
71890,37448,1,2084736
71902,89585,1,7259213
71957,95606,1,4384402
72032,12595,1,391867
72032,13268,1,391867
72032,15477,1,391867
72032,21863,1,391867
72032,27847,1,391867
72032,30284,1,391867
72032,31247,1,391867
72032,35234,1,391866
72032,44038,1,391867
72032,44712,1,391866
72032,45427,1,391867
72032,49478,1,391867
72032,57885,1,391867
72032,63396,1,391867
72032,67354,1,391867
72032,68776,1,391867
72032,68884,1,391866
72032,76683,1,391867
72032,77528,1,391867
72032,82095,1,391867
72032,92818,1,391867
72130,26194,1,3816892
72164,43793,1,106906
72442,62556,1,13333
72456,15050,1,3678842
72456,41330,1,1474126
72538,80715,1,89681
72763,23600,1,5913611
72995,80260,1,4129042
72998,83988,1,268782
73055,83206,1,655907
73081,43005,1,7259213
73215,89274,1,7621775
73250,55694,1,4387938
73320,42168,1,226479
73371,6477,1,518689
73501,42168,1,226479
73532,58640,1,6654803
73532,70504,1,2620297
73630,44234,1,1000724
73630,79987,1,5815280
73783,31163,1,363046
73912,95498,1,281506
73913,53268,1,4752915
73965,1968,1,1342342
73965,38586,1,1588697
74177,20451,1,2722773
74177,83790,1,4169010
74205,25089,1,1687581
74228,35778,1,6944610
74350,35270,1,335249
74435,50110,1,1385304
74485,14943,1,525627
74486,38258,1,6493011
74586,22963,1,7422956
74761,78808,1,7621775
74876,82022,1,2086414
74994,23866,1,6738027
75021,68961,1,3929662
75054,89131,1,349001
75059,86903,1,215500
75076,1512,1,420045
75076,6644,1,420044
75076,6646,1,420044
75076,16595,1,420044
75076,20067,1,420044
75076,24618,1,420044
75076,24841,1,420044
75076,30180,1,420044
75076,30252,1,420044
75076,34544,1,420045
75076,49051,1,420045
75076,50080,1,420044
75076,50112,1,420044
75076,66439,1,420044
75076,71373,1,420045
75076,75668,1,420044
75076,90581,1,420044
75076,92527,1,420044
75076,98057,1,420044
75200,90043,1,7881878
75203,35270,1,335249
75252,94658,1,7012527
75295,86839,1,478195
75319,77952,1,288957
75439,53693,1,1450694
75468,43793,1,106907
75507,15336,1,1898655
75610,89131,1,349000
75622,73215,1,7621775
75661,28046,1,328814
75678,68698,1,1479723
75731,13541,1,7259213
75789,8475,1,7013498
75872,77952,1,288956
75873,57428,1,5806795
76022,19634,1,6615328
76026,62188,1,5217932
76094,78341,1,6738027
76106,41315,1,1889603
76123,83988,1,268782
76155,96092,1,1435180
76162,71574,1,6850595
76223,18247,1,2827924
76223,47522,1,652264
76267,45383,1,6421783
76320,9413,1,4058288
76340,55758,1,4509267
76344,23503,1,7422956
76348,96871,1,5983503
76487,57212,1,3973331
76546,54402,1,3480679
76718,42277,1,1736416
76733,60635,1,7881878
76829,4000,1,1382910
76945,59470,1,335914
76977,77508,1,445249
77073,33133,1,5268988
77175,90946,1,222032
77238,61346,1,288350
77247,59470,1,335915
77285,18165,1,1791782
77289,24637,1,5505135
77370,83790,1,274713
77415,2416,1,3962262
77458,43793,1,106906
77466,73055,1,361846
77508,65511,1,3204700
77549,77508,1,445248
77645,89131,1,349000
77657,72806,1,4187029
77678,98047,1,5983503
77724,46022,1,7621775
77936,78819,1,7422956
77971,81048,1,3776313
78041,6477,1,518689
78082,99950,1,657559
78089,22542,1,4860382
78139,25401,1,1684039
78150,42168,1,226479
78164,93853,1,6615328
78222,42292,1,1801199
78224,64582,1,6654803
78243,24444,1,3418208
78247,24829,1,1395815
78341,81126,1,6738027
78391,65372,1,5820894
78424,97246,1,4387938
78632,66144,1,5815280
78644,86903,1,215499
78648,26058,1,4421742
78720,23436,1,5505135
78804,86903,1,215499
78808,24306,1,7621775
78819,47111,1,7422956
78832,83790,1,274713
78834,94670,1,376890
78922,9987,1,652281
78997,4416,1,4607528
79037,41220,1,5901524
79037,61076,1,5433625
79112,18941,1,386526
79115,81153,1,7881878
79212,86384,1,3901873
79393,5629,1,4161515
79612,18098,1,1368020
79698,5891,1,7629866
79733,83575,1,1124183
79739,86903,1,215499
79779,74959,1,4640544
79857,14943,1,525627
79987,9368,1,5815280
80052,52054,1,7012527
80105,77508,1,445249
80198,56531,1,1931899
80394,19157,1,3576233
80401,43439,1,5255938
80417,25172,1,1384387
80584,42168,1,226479
80596,94670,1,376890
80604,35270,1,335249
80621,35270,1,335249
80740,12726,1,388295
80740,19808,1,388295
80740,28815,1,388294
80740,29758,1,388294
80740,33384,1,388294
80740,36644,1,388295
80740,38032,1,388295
80740,39965,1,388295
80740,47869,1,388294
80740,48861,1,388295
80740,57761,1,388294
80740,65031,1,388294
80740,67988,1,388294
80740,68225,1,388294
80740,79227,1,388294
80740,83049,1,388295
80740,84696,1,388294
80740,90295,1,388294
80740,90735,1,388294
80740,96543,1,388295
80885,20631,1,3999274
80925,16595,1,4775669
81126,2720,1,6738027
81153,61280,1,7881878
81173,48265,1,6937925
81191,31163,1,363046
81233,2525,1,1737404
81273,46402,1,2936526
81456,59191,1,1825646
81463,29791,1,5505135
81479,37507,1,4170475
81540,73055,1,361845
81680,86903,1,215500
81705,73055,1,361845
81765,33961,1,3437899
81909,26650,1,6421783
82008,16524,1,6419065
82008,92672,1,3111675
82093,26293,1,768260
82128,35540,1,7259213
82135,95498,1,281507
82169,36275,1,5523379
82181,36930,1,394042
82292,99373,1,3462933
82303,78030,1,594523
82410,15915,1,713809
82410,21955,1,713809
82410,25362,1,713809
82410,26063,1,713809
82410,27412,1,713809
82410,41940,1,713809
82410,59581,1,713808
82410,77984,1,713809
82410,79849,1,713809
82410,87881,1,713809
82410,88645,1,713809
82410,94012,1,713809
82454,90946,1,222032
82471,77952,1,288956
82483,63326,1,5972619
82494,76772,1,927702
82508,61346,1,288350
82518,28046,1,328815
82688,1932,1,292039
82688,4870,1,292038
82688,6015,1,292038
82688,12943,1,292038
82688,13222,1,292039
82688,16779,1,292038
82688,18305,1,292038
82688,28976,1,292038
82688,32368,1,292038
82688,32981,1,292038
82688,34921,1,292038
82688,39778,1,292038
82688,42411,1,292039
82688,48186,1,292038
82688,63240,1,959936
82688,67262,1,292038
82688,69388,1,292038
82688,74062,1,292038
82688,75676,1,292038
82688,77924,1,292038
82688,83006,1,292038
82688,87880,1,292038
82688,88240,1,292038
82688,91706,1,292038
82688,97318,1,292038
82688,99496,1,292039
82705,31310,1,514418
82930,16422,1,779884
82930,18125,1,1977604
82930,21135,1,359943
82930,29156,1,779884
82930,39266,1,6445058
82930,43090,1,779884
82930,45031,1,779884
82930,52747,1,3380428
82930,67096,1,779885
82930,72794,1,779884
82930,82726,1,779884
82930,83961,1,779884
82930,85116,1,779884
82930,89577,1,779884
82940,10853,1,262460
82959,5634,1,3291373
83005,3329,1,422087
83061,72988,1,2187492
83080,94670,1,376890
83087,49705,1,1997322
83100,3425,1,5940457
83145,18165,1,1342479
83209,25531,1,7012527
83352,25201,1,1111902
83481,18652,1,7259213
83487,90946,1,222032
83513,37619,1,434734
83513,56749,1,2069819
83520,21933,1,7042628
83524,28876,1,1949975
83585,18941,1,386526
83611,93313,1,4979620
83831,1013,1,4667570
83939,18230,1,1268221
84051,61346,1,288350
84097,2196,1,4854963
84097,44075,1,1387855
84215,63021,1,1232548
84299,14151,1,543216
84344,24873,1,4449948
84352,9117,1,640047
84352,24728,1,640047
84352,36919,1,640047
84352,46738,1,640047
84352,49860,1,640047
84352,54502,1,640047
84352,61309,1,640047
84352,62404,1,640047
84352,79147,1,640046
84352,80053,1,640046
84352,94793,1,640047
84359,95498,1,281507
84426,60595,1,2757093
84551,83206,1,2751485
84551,97738,1,6654803
84618,94670,1,376890
84640,42168,1,226479
84810,18415,1,5505135
84823,81869,1,2746049
85180,4961,1,4476657
85195,35482,1,3073795
85286,86903,1,215499
85406,95093,1,2405313
85457,50028,1,5523379
85457,99282,1,1288283
85462,83790,1,274713
85464,4500,1,2410295
85539,74228,1,6944610
85716,950,1,421672
85716,66341,1,1341563
85902,96010,1,363541
85972,86839,1,478195
86023,65468,1,5806795
86178,78562,1,4056756
86267,78494,1,671097
86315,46239,1,7422956
86344,86903,1,215499
86384,6762,1,1707322
86475,57603,1,4987131
86479,69414,1,4880488
86515,54356,1,3994096
86550,447,1,3503270
86616,30351,1,7259213
86622,61158,1,5748999
86651,72065,1,1394362
86657,9987,1,652281
86712,83988,1,268782
86756,61346,1,288350
86807,13105,1,4582171
86807,29492,1,4397517
86903,67214,1,3934608
86948,31965,1,7621775
86998,89131,1,349000
87057,31163,1,363046
87061,55735,1,5505135
87134,43793,1,106907
87164,87335,1,447595
87338,16037,1,6063558
87410,90946,1,222031
87422,46362,1,2404446
87433,90992,1,6944610
87486,55111,1,860940
87520,87615,1,6421783
87555,91021,1,6944610
87578,18941,1,386526
87579,9987,1,652281
87587,98536,1,1274619
87615,52483,1,6421783
87623,18941,1,386526
87748,79291,1,2627756
87901,84618,1,1427598
88062,51626,1,5004735
88290,83790,1,274713
88336,59470,1,335915
88357,96627,1,6493011
88486,66606,1,5815280
88501,72081,1,2008509
88642,78494,1,671097
88645,17283,1,93827
88746,89131,1,349001
88826,18941,1,386526
88901,40556,1,3488409
88916,61346,1,288350
88920,71196,1,2059672
89131,65629,1,795947
89131,75507,1,1754765
89252,34421,1,587444
89256,86888,1,2167974
89274,64868,1,7621775
89382,44038,1,7013498
89429,22557,1,1039338
89495,42168,1,226478
89585,62633,1,7259213
89628,68940,1,7013498
89707,20924,1,4243303
89707,30152,1,370947
89714,43793,1,106907
89733,77952,1,288956
89776,9987,1,652281
89799,95498,1,281506
89816,73055,1,361845
89866,9408,1,6654803
89886,62556,1,13332
89924,75789,1,7013498
89933,28046,1,328814
89938,95498,1,281507
89943,29438,1,3861235
89943,55884,1,2117317
89991,83988,1,268781
90043,18262,1,7881878
90128,77508,1,445249
90140,99814,1,4104167
90209,75622,1,7621775
90279,80350,1,2674973
90373,49579,1,826280
90395,68719,1,4735195
90598,3329,1,422087
90598,14931,1,2947084
90762,94652,1,6763814
90802,27855,1,5820894
90823,92278,1,5820894
90899,73055,1,361846
90938,96910,1,3056990
90992,4943,1,6944610
91021,59712,1,6944610
91064,59470,1,335915
91137,12080,1,6738027
91170,3329,1,422087
91306,77046,1,5823140
91324,31163,1,363046
91357,78494,1,671096
91404,54988,1,5004735
91453,90946,1,222032
91533,43793,1,106907
91556,1145,1,4387938
91664,10233,1,3534303
91710,9987,1,652281
91741,44794,1,799975
91753,47632,1,2075687
91800,78720,1,5505135
91877,35270,1,335249
91907,28046,1,328814
91914,5268,1,2221763
92033,20890,1,2256228
92057,43793,1,106907
92103,29315,1,3107620
92222,78300,1,7525659
92278,59150,1,5820894
92420,31871,1,7525659
92460,6599,1,6654803
92695,9761,1,5815280
92734,63730,1,5268988
92735,9507,1,306537
92735,11443,1,306536
92735,12806,1,306537
92735,16792,1,306536
92735,17423,1,306537
92735,23512,1,306536
92735,30584,1,306537
92735,34121,1,306536
92735,41429,1,306536
92735,44570,1,306537
92735,45890,1,306536
92735,53801,1,306536
92735,58732,1,306537
92735,61512,1,306537
92735,62065,1,306536
92735,63711,1,306536
92735,64222,1,306536
92735,76199,1,306536
92735,78865,1,306536
92735,82726,1,306536
92735,83840,1,306537
92735,87991,1,306537
92735,93295,1,306536
92735,94635,1,306536
92735,98862,1,306536
92740,77508,1,445248
92791,90946,1,222032
92885,85539,1,6944610
92983,61346,1,288351
93017,27061,1,3935548
93198,77952,1,288956
93228,66160,1,5370378
93237,28594,1,2471475
93252,56221,1,748010
93267,78811,1,1971558
93352,44509,1,3251400
93386,94670,1,376890
93407,56028,1,3478319
93428,12712,1,4387938
93447,28046,1,328814
93492,2466,1,6493011
93556,77285,1,1114870
93557,44688,1,1088725
93579,18166,1,624864
93590,41731,1,7130066
93608,60094,1,1224808
93710,36856,1,4440241
93710,45806,1,3012335
93771,48889,1,5815280
93778,89131,1,349001
93784,12394,1,7629866
93794,98765,1,5806795
93815,81516,1,4739686
93853,76022,1,6615328
93901,10853,1,2387903
93989,57131,1,3327184
94054,86646,1,2418626
94130,6477,1,518689
94211,90146,1,2609475
94234,25797,1,1735501
94284,9888,1,934629
94476,43225,1,2915622
94485,13021,1,6403504
94580,98137,1,6654803
94652,294,1,6763814
94652,24510,1,1395287
94658,29555,1,7012527
94670,13506,1,4947130
94692,42723,1,1269134
94708,41032,1,5523379
94865,71432,1,2717636
94900,43793,1,106907
94982,31163,1,363046
95152,70912,1,2920899
95198,76344,1,7422956
95201,4542,1,5104924
95209,12159,1,7259213
95231,95498,1,281506
95242,70731,1,6944610
95340,30340,1,1376091
95376,59438,1,5072865
95582,96373,1,5458852
95594,35300,1,5972619
95615,1638,1,708895
95615,13218,1,708894
95615,13591,1,708895
95615,15768,1,708894
95615,20217,1,708895
95615,27376,1,708895
95615,35853,1,708895
95615,43405,1,708894
95615,65665,1,708895
95615,70742,1,708895
95615,93239,1,708894
95615,97885,1,708894
95692,3329,1,422088
95826,47963,1,3907133
95835,53518,1,7952497
95867,98698,1,6937925
95880,95399,1,3931829
95970,86839,1,478195
95979,95498,1,281507
95983,56458,1,7013498
96057,53,1,170115
96057,1503,1,170114
96057,2474,1,170114
96057,12859,1,170115
96057,18465,1,170115
96057,22745,1,170114
96057,26494,1,170114
96057,50151,1,170114
96057,53361,1,170114
96057,58010,1,170114
96057,60127,1,170115
96057,62983,1,170114
96057,63401,1,170115
96057,65929,1,170115
96057,67171,1,170115
96057,71784,1,170114
96057,78784,1,170115
96057,79367,1,170114
96057,80879,1,170115
96057,84145,1,170114
96057,90078,1,170114
96057,92703,1,170114
96057,94776,1,170115
96057,98815,1,170114
96057,99099,1,170114
96057,99829,1,170115
96091,46638,1,7621775
96135,36942,1,1437053
96627,71881,1,6493011
96739,93138,1,6708425
96855,92885,1,6944610
96871,70897,1,5983503
96888,43458,1,7422956
97143,42594,1,2011892
97147,7385,1,3891721
97237,47018,1,4324963
97239,78283,1,311268
97246,26173,1,4387938
97278,9091,1,1898417
97343,12363,1,7525659
97472,62943,1,4112242
97547,31163,1,4277215
97547,76168,1,4685634
97550,78030,1,594523
97635,90379,1,5523379
97709,77952,1,288956
97738,92460,1,6654803
97808,73055,1,361846
97813,78494,1,671096
97857,81901,1,2145201
97892,34278,1,6194378
97966,95152,1,1162767
98047,60563,1,5983503
98047,87901,1,3579561
98137,52566,1,6654803
98174,61346,1,288350
98222,48954,1,7042628
98242,15558,1,6493011
98282,7583,1,1218243
98300,86978,1,4899627
98417,77678,1,5983503
98434,15793,1,7474036
98536,10608,1,3940987
98572,22950,1,4100385
98628,59469,1,86743
98642,89131,1,349001
98646,9987,1,652281
98671,55419,1,3503270
98698,67570,1,6937925
98765,75873,1,5806795
98788,94670,1,376891
98808,59623,1,4135093
98866,16241,1,1868172
98881,77952,1,288956
98981,90946,1,222032
99007,77724,1,7621775
99078,89131,1,349000
99179,61346,1,288350
99193,2405,1,5820894
99212,42594,1,2011892
99221,17351,1,3655434
99250,78255,1,4505513
99260,73055,1,361845
99282,49218,1,4458846
99359,77508,1,445249
99444,25410,1,7042628
99576,92220,1,1689037
99632,7480,1,2892068
99632,32042,1,1589935
99667,3329,1,422087
99751,17283,1,6139986
99754,83790,1,274713
99772,98671,1,3503270
99775,45704,1,2873466
99897,90762,1,6763814
99934,55222,1,3855137
99938,85146,1,68412
100000,86903,1,215499
